customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_segment,churn_probability,age_group,churn_risk_band,is_buyer
C01767,23,New,Central Slovakia,tablet,28,0,0,2,4,,,,Prospect (no purchase),0.9049091524074656,18-25,High,False
C01768,48,Regular,Central Slovakia,desktop,13,0,1,1,1,,,,Prospect (no purchase),0.8871743549700691,46-55,High,False
C01769,27,New,Bratislava,mobile,1,1,1,4,8,,,,Prospect (no purchase),0.818530957425394,26-35,High,False
C01770,72,Loyal,Western Slovakia,mobile,6,0,1,2,6,,,,Prospect (no purchase),0.7509457773427454,56+,Medium,False
C01771,33,New,Western Slovakia,mobile,46,1,0,3,1,,,,Prospect (no purchase),0.8562054017392797,26-35,High,False
C01772,39,New,Bratislava,desktop,42,0,0,6,9,,,,Prospect (no purchase),0.7981005059204873,36-45,Medium,False
C01773,22,Regular,Central Slovakia,desktop,46,0,0,1,1,639.0,1.0,242.51,One-off Lapsed,0.8653026050935815,18-25,High,True
C01774,58,At-Risk,Bratislava,tablet,2,1,1,1,3,605.0,2.0,353.04,Occasional Repeat,0.932610053348957,56+,High,True
C01775,51,Loyal,Western Slovakia,mobile,32,1,1,2,5,,,,Prospect (no purchase),0.6575770495347154,46-55,Medium,False
C01776,42,At-Risk,Bratislava,mobile,13,0,1,1,3,,,,Prospect (no purchase),0.9580201530153916,36-45,High,False
C01777,22,Regular,Western Slovakia,desktop,24,0,1,5,6,523.0,2.0,380.15,Occasional Repeat,0.664172740485528,18-25,Medium,True
C01778,41,Regular,Western Slovakia,mobile,45,0,0,0,3,,,,Prospect (no purchase),0.8922521157041331,36-45,High,False
C01779,25,Regular,Western Slovakia,tablet,20,1,1,6,14,,,,Prospect (no purchase),0.6660084597768497,18-25,Medium,False
C01780,56,At-Risk,Western Slovakia,desktop,47,0,1,5,4,,,,Prospect (no purchase),0.8335886054231552,56+,High,False
C01781,48,Regular,Czech Republic,mobile,21,0,1,0,4,,,,Prospect (no purchase),,46-55,,False
C01782,39,Regular,Western Slovakia,mobile,37,0,1,0,2,,,,Prospect (no purchase),0.8852276423270267,36-45,High,False
C01783,18,Regular,Eastern Slovakia,desktop,33,0,0,0,10,,,,Prospect (no purchase),,18-25,,False
C01784,26,Regular,Bratislava,desktop,28,1,0,2,10,95.0,1.0,215.43,One-off Lapsed,0.7133330991717596,26-35,Medium,True
C01785,46,New,Western Slovakia,desktop,9,0,0,0,5,,,,Prospect (no purchase),,46-55,,False
C01786,53,Regular,Bratislava,desktop,41,1,1,2,5,,,,Prospect (no purchase),0.7418975776159502,46-55,Medium,False
C01787,51,Regular,Western Slovakia,mobile,71,1,0,1,7,,,,Prospect (no purchase),,46-55,,False
C01788,19,Loyal,Central Slovakia,desktop,46,0,1,1,2,,,,Prospect (no purchase),0.7901847396330344,18-25,Medium,False
C01789,42,Regular,Eastern Slovakia,tablet,53,0,0,2,1,,,,Prospect (no purchase),0.910423470094128,36-45,High,False
C01790,50,Loyal,Central Slovakia,mobile,58,0,0,1,5,,,,Prospect (no purchase),,46-55,,False
C01791,18,Regular,Central Slovakia,desktop,3,0,0,0,2,,,,Prospect (no purchase),,18-25,,False
C01792,38,Loyal,Bratislava,mobile,57,1,0,4,13,,,,Prospect (no purchase),,36-45,,False
C01793,41,New,Bratislava,mobile,18,0,0,3,4,,,,Prospect (no purchase),0.844890363876065,36-45,High,False
C01794,34,At-Risk,Eastern Slovakia,mobile,48,0,0,0,2,,,,Prospect (no purchase),0.9724345538230628,26-35,High,False
C01795,18,Regular,Bratislava,desktop,70,0,0,2,7,166.0,2.0,418.39,Occasional Repeat,0.8317163406465593,18-25,High,True
C01796,34,New,Bratislava,mobile,64,0,0,0,6,,,,Prospect (no purchase),0.9295006829553204,26-35,High,False
C01797,34,New,Czech Republic,mobile,30,0,1,3,8,,,,Prospect (no purchase),,26-35,,False
C01798,36,New,Czech Republic,desktop,60,1,1,1,5,,,,Prospect (no purchase),,36-45,,False
C01799,31,Regular,Central Slovakia,mobile,44,1,0,0,4,,,,Prospect (no purchase),,26-35,,False
C01800,33,Loyal,Western Slovakia,desktop,10,1,1,1,11,,,,Prospect (no purchase),0.6624441844676768,26-35,Medium,False
C01801,38,At-Risk,Eastern Slovakia,tablet,18,0,1,1,6,,,,Prospect (no purchase),,36-45,,False
C01802,43,Regular,Bratislava,mobile,68,1,1,3,9,,,,Prospect (no purchase),,36-45,,False
C01803,34,Regular,Western Slovakia,mobile,65,0,1,2,5,,,,Prospect (no purchase),0.7899488684568138,26-35,Medium,False
C01804,33,Regular,Western Slovakia,tablet,64,1,1,4,16,,,,Prospect (no purchase),0.714486694559248,26-35,Medium,False
C01805,39,Loyal,Czech Republic,mobile,28,0,1,3,1,287.0,3.0,930.32,Champions,0.7208557677920497,36-45,Medium,True
C01806,18,Loyal,Czech Republic,mobile,23,0,1,6,9,592.0,1.0,339.28,One-off Lapsed,,18-25,,True
C01807,44,New,Central Slovakia,tablet,58,1,1,2,3,,,,Prospect (no purchase),0.8496659229781907,36-45,High,False
C01808,38,At-Risk,Bratislava,desktop,2,1,1,1,4,,,,Prospect (no purchase),,36-45,,False
C01809,38,Regular,Western Slovakia,desktop,64,0,1,2,1,,,,Prospect (no purchase),0.8575840179385823,36-45,High,False
C01810,50,Loyal,Bratislava,mobile,43,1,1,1,4,302.0,1.0,333.72,One-off Lapsed,0.7277875613652776,46-55,Medium,True
C01811,18,At-Risk,Eastern Slovakia,desktop,45,0,1,1,2,,,,Prospect (no purchase),0.9398575644752262,18-25,High,False
C01812,18,Loyal,Bratislava,desktop,32,0,1,4,9,333.0,1.0,207.22,One-off Lapsed,0.5794587607833184,18-25,Low,True
C01813,41,New,Bratislava,desktop,70,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C01814,38,Regular,Central Slovakia,desktop,54,0,0,1,2,,,,Prospect (no purchase),0.8547683549831595,36-45,High,False
C01815,40,New,Western Slovakia,desktop,4,0,0,1,5,240.0,1.0,153.83,One-off Lapsed,0.9104946843493436,36-45,High,True
C01816,32,Loyal,Eastern Slovakia,mobile,38,1,1,9,21,0.0,2.0,522.91,Recent Buyers,0.5100797991916957,26-35,Low,True
C01817,46,New,Bratislava,mobile,62,0,1,1,2,,,,Prospect (no purchase),0.9102730520540664,46-55,High,False
C01818,49,Loyal,Eastern Slovakia,mobile,6,1,1,5,22,,,,Prospect (no purchase),0.5113507372306386,46-55,Low,False
C01819,44,At-Risk,Bratislava,mobile,53,0,1,0,5,,,,Prospect (no purchase),0.9558841658001964,36-45,High,False
C01820,35,New,Bratislava,mobile,18,0,0,0,4,,,,Prospect (no purchase),,26-35,,False
C01821,18,Regular,Western Slovakia,mobile,36,0,0,2,5,,,,Prospect (no purchase),,18-25,,False
C01822,47,Regular,Bratislava,desktop,63,0,0,3,4,,,,Prospect (no purchase),0.884496422660743,46-55,High,False
C01823,53,Regular,Central Slovakia,mobile,35,0,0,0,4,,,,Prospect (no purchase),0.9121245938998253,46-55,High,False
C01824,46,New,Bratislava,mobile,3,0,0,1,3,,,,Prospect (no purchase),0.9098755911985654,46-55,High,False
C01825,27,New,Bratislava,mobile,2,0,0,0,2,,,,Prospect (no purchase),0.9342360457930152,26-35,High,False
C01826,46,Regular,Eastern Slovakia,mobile,53,1,1,2,5,646.0,1.0,146.2,One-off Lapsed,0.8515285626571837,46-55,High,True
C01827,48,Regular,Bratislava,desktop,67,0,1,0,4,,,,Prospect (no purchase),0.898023568638976,46-55,High,False
C01828,57,Regular,Central Slovakia,mobile,21,0,1,0,2,,,,Prospect (no purchase),,56+,,False
C01829,27,New,Eastern Slovakia,mobile,67,1,1,3,7,,,,Prospect (no purchase),0.7909097705501573,26-35,Medium,False
C01830,35,Regular,Bratislava,desktop,33,0,1,2,1,,,,Prospect (no purchase),,26-35,,False
C01831,47,Regular,Eastern Slovakia,mobile,5,0,1,2,4,,,,Prospect (no purchase),0.8862625463844136,46-55,High,False
C01832,39,New,Bratislava,mobile,38,0,0,2,2,,,,Prospect (no purchase),0.9164969913172608,36-45,High,False
C01833,25,Loyal,Western Slovakia,desktop,70,0,1,1,3,686.0,1.0,209.33,One-off Lapsed,,18-25,,True
C01834,43,Regular,Bratislava,mobile,18,1,0,0,1,,,,Prospect (no purchase),,36-45,,False
C01835,45,Regular,Eastern Slovakia,desktop,69,1,1,5,4,,,,Prospect (no purchase),0.6681150399071174,36-45,Medium,False
C01836,39,At-Risk,Central Slovakia,desktop,47,0,1,0,1,,,,Prospect (no purchase),0.9398873892809072,36-45,High,False
C01837,41,Regular,Western Slovakia,tablet,29,1,0,4,4,,,,Prospect (no purchase),0.7745434782512163,36-45,Medium,False
C01838,35,Regular,Czech Republic,mobile,50,0,1,3,1,494.0,1.0,245.92,One-off Lapsed,0.8739297685294053,26-35,High,True
C01839,56,New,Western Slovakia,desktop,29,0,0,1,6,,,,Prospect (no purchase),0.8613469555158804,56+,High,False
C01840,27,New,Eastern Slovakia,desktop,7,1,0,1,16,524.0,1.0,203.98,One-off Lapsed,,26-35,,True
C01841,31,New,Central Slovakia,mobile,62,0,1,2,2,,,,Prospect (no purchase),0.8835633933354422,26-35,High,False
C01842,38,Loyal,Czech Republic,tablet,27,0,1,5,27,415.0,2.0,728.0799999999999,Occasional Repeat,0.7075875411241777,36-45,Medium,True
C01843,49,Loyal,Czech Republic,mobile,41,0,1,6,1,,,,Prospect (no purchase),0.6854743279609887,46-55,Medium,False
C01844,20,New,Czech Republic,desktop,53,0,1,0,2,,,,Prospect (no purchase),,18-25,,False
C01845,22,New,Bratislava,desktop,6,0,0,0,1,,,,Prospect (no purchase),0.8916714500881964,18-25,High,False
C01846,18,Regular,Eastern Slovakia,mobile,52,0,0,1,15,,,,Prospect (no purchase),0.9138792916687196,18-25,High,False
C01847,38,Regular,Eastern Slovakia,mobile,26,0,1,1,3,483.0,1.0,223.94,One-off Lapsed,0.8830816515260308,36-45,High,True
C01848,25,Regular,Central Slovakia,desktop,39,1,0,3,4,,,,Prospect (no purchase),0.6496684811828414,18-25,Medium,False
C01849,33,Loyal,Bratislava,mobile,33,1,0,3,0,,,,Prospect (no purchase),0.7391308579433292,26-35,Medium,False
C01850,46,At-Risk,Czech Republic,mobile,56,0,1,1,3,,,,Prospect (no purchase),0.9593698526022147,46-55,High,False
C01851,30,New,Bratislava,mobile,14,0,1,1,10,,,,Prospect (no purchase),0.8819441987504738,26-35,High,False
C01852,41,Regular,Western Slovakia,desktop,8,0,0,0,6,412.0,1.0,273.18,One-off Lapsed,0.8884607983842256,36-45,High,True
C01853,34,Regular,Central Slovakia,mobile,30,0,0,4,4,,,,Prospect (no purchase),0.8648842317246537,26-35,High,False
C01854,46,Regular,Bratislava,desktop,9,0,1,0,2,,,,Prospect (no purchase),0.9060251771349316,46-55,High,False
C01855,44,At-Risk,Eastern Slovakia,desktop,18,0,1,2,8,,,,Prospect (no purchase),0.9510843260333904,36-45,High,False
C01856,30,New,Bratislava,mobile,47,0,1,0,3,,,,Prospect (no purchase),0.8872493007648792,26-35,High,False
C01857,36,Loyal,Central Slovakia,mobile,59,0,1,2,1,,,,Prospect (no purchase),0.7708108158788158,36-45,Medium,False
C01858,51,Loyal,Eastern Slovakia,mobile,50,0,0,4,8,234.0,2.0,353.83,Occasional Repeat,0.7487953921941046,46-55,Medium,True
C01859,43,At-Risk,Western Slovakia,tablet,23,0,1,0,4,,,,Prospect (no purchase),,36-45,,False
C01860,21,Regular,Central Slovakia,desktop,58,0,0,2,1,,,,Prospect (no purchase),0.893208402151918,18-25,High,False
C01861,46,Regular,Bratislava,mobile,29,1,1,4,6,,,,Prospect (no purchase),0.7700055192014393,46-55,Medium,False
C01862,25,Loyal,Eastern Slovakia,mobile,13,0,0,2,7,227.0,1.0,314.2,One-off Lapsed,0.7954940698268086,18-25,Medium,True
C01863,55,Loyal,Czech Republic,mobile,54,0,1,5,4,,,,Prospect (no purchase),0.709522801070053,46-55,Medium,False
C01864,50,Regular,Bratislava,tablet,37,0,0,0,5,,,,Prospect (no purchase),0.9172380666208804,46-55,High,False
C01865,41,Loyal,Central Slovakia,mobile,27,1,1,4,4,519.0,2.0,506.5,Occasional Repeat,0.5434925258607611,36-45,Low,True
C01866,40,New,Western Slovakia,mobile,47,0,1,2,2,,,,Prospect (no purchase),0.8803568150050676,36-45,High,False
C01867,35,Regular,Central Slovakia,tablet,52,0,0,0,2,,,,Prospect (no purchase),,26-35,,False
C01868,46,Loyal,Central Slovakia,mobile,16,1,0,5,2,,,,Prospect (no purchase),,46-55,,False
C01869,34,Regular,Western Slovakia,mobile,9,0,1,0,2,,,,Prospect (no purchase),,26-35,,False
C01870,41,Regular,Central Slovakia,mobile,37,0,0,2,5,,,,Prospect (no purchase),0.8828911742456043,36-45,High,False
C01871,48,At-Risk,Bratislava,desktop,4,0,0,0,1,,,,Prospect (no purchase),0.9578550590707122,46-55,High,False
C01872,31,Loyal,Western Slovakia,mobile,46,1,1,2,13,384.0,1.0,358.72,One-off Lapsed,,26-35,,True
C01873,31,At-Risk,Eastern Slovakia,tablet,32,0,1,0,0,,,,Prospect (no purchase),,26-35,,False
C01874,24,Regular,Bratislava,mobile,16,1,0,0,1,484.0,1.0,186.58,One-off Lapsed,0.9253953841157232,18-25,High,True
C01875,25,At-Risk,Central Slovakia,mobile,43,0,1,0,7,,,,Prospect (no purchase),0.9550291958860386,18-25,High,False
C01876,18,New,Bratislava,desktop,27,0,0,1,2,,,,Prospect (no purchase),,18-25,,False
C01877,47,Regular,Eastern Slovakia,desktop,28,0,0,1,3,,,,Prospect (no purchase),0.8708737903050142,46-55,High,False
C01878,60,Regular,Central Slovakia,desktop,16,0,1,1,3,352.0,1.0,142.91,One-off Lapsed,0.8145400104813596,56+,High,True
C01879,55,Loyal,Western Slovakia,desktop,49,0,1,1,1,,,,Prospect (no purchase),0.7729568662303883,46-55,Medium,False
C01880,18,At-Risk,Bratislava,mobile,65,0,1,3,2,,,,Prospect (no purchase),0.9451789401445552,18-25,High,False
C01881,47,Loyal,Western Slovakia,desktop,44,1,1,0,5,,,,Prospect (no purchase),0.7125419833958947,46-55,Medium,False
C01882,55,Regular,Czech Republic,mobile,17,0,1,1,2,344.0,1.0,192.5,One-off Lapsed,0.8936438080148396,46-55,High,True
C01883,33,Regular,Western Slovakia,mobile,60,0,0,3,3,366.0,2.0,744.4,Occasional Repeat,0.8587918145646847,26-35,High,True
C01884,39,Regular,Western Slovakia,tablet,9,0,0,0,1,,,,Prospect (no purchase),,36-45,,False
C01885,18,Regular,Eastern Slovakia,desktop,21,0,0,1,11,,,,Prospect (no purchase),0.9036710535354158,18-25,High,False
C01886,41,New,Western Slovakia,mobile,3,0,1,1,5,,,,Prospect (no purchase),0.8845476988955124,36-45,High,False
C01887,25,Regular,Western Slovakia,mobile,61,0,1,2,6,349.0,1.0,207.62,One-off Lapsed,0.7678497531353976,18-25,Medium,True
C01888,40,Loyal,Western Slovakia,tablet,4,1,0,5,5,,,,Prospect (no purchase),,36-45,,False
C01889,19,Loyal,Bratislava,mobile,39,1,1,1,7,334.0,1.0,499.44,One-off Lapsed,0.6968022234474311,18-25,Medium,True
C01890,45,Loyal,Central Slovakia,mobile,14,1,1,5,11,426.0,2.0,371.35,Occasional Repeat,0.6429189032647544,36-45,Medium,True
C01891,50,Regular,Eastern Slovakia,mobile,16,0,0,0,3,,,,Prospect (no purchase),0.9313571583178256,46-55,High,False
C01892,29,Regular,Czech Republic,mobile,44,0,0,1,2,408.0,1.0,110.19,One-off Lapsed,0.944093661949296,26-35,High,True
C01893,24,New,Eastern Slovakia,mobile,58,0,0,2,3,,,,Prospect (no purchase),0.889372806447245,18-25,High,False
C01894,18,Regular,Western Slovakia,tablet,2,0,0,0,1,,,,Prospect (no purchase),0.8905529230541124,18-25,High,False
C01895,35,Regular,Bratislava,mobile,12,0,0,0,4,,,,Prospect (no purchase),,26-35,,False
C01896,31,New,Central Slovakia,mobile,21,1,0,1,5,,,,Prospect (no purchase),0.874906340081034,26-35,High,False
C01897,19,New,Czech Republic,desktop,67,1,1,9,8,,,,Prospect (no purchase),0.7119847066160314,18-25,Medium,False
C01898,43,Loyal,Eastern Slovakia,mobile,5,1,1,5,10,553.0,1.0,284.36,One-off Lapsed,0.6048252415970232,36-45,Medium,True
C01899,33,Regular,Western Slovakia,desktop,13,1,0,0,1,,,,Prospect (no purchase),,26-35,,False
C01900,25,Regular,Central Slovakia,desktop,29,1,1,4,1,313.0,1.0,163.94,One-off Lapsed,0.6946414261827952,18-25,Medium,True
C01901,31,New,Eastern Slovakia,desktop,24,0,0,1,2,6.0,1.0,121.26,Recent Buyers,0.9344021726977886,26-35,High,True
C01902,51,Regular,Czech Republic,desktop,4,1,0,2,10,359.0,2.0,407.12,Occasional Repeat,0.8015188701935163,46-55,High,True
C01903,45,Regular,Eastern Slovakia,desktop,39,1,0,1,2,,,,Prospect (no purchase),0.8885039217071283,36-45,High,False
C01904,36,Regular,Western Slovakia,desktop,44,1,1,0,1,94.0,1.0,263.12,One-off Lapsed,0.8117503392210954,36-45,High,True
C01905,45,Regular,Bratislava,desktop,13,0,0,2,5,,,,Prospect (no purchase),0.8350675675272661,36-45,High,False
C01906,24,New,Western Slovakia,mobile,49,0,0,1,3,,,,Prospect (no purchase),0.9348101868409489,18-25,High,False
C01907,38,At-Risk,Western Slovakia,desktop,5,1,1,0,2,,,,Prospect (no purchase),,36-45,,False
C01908,40,New,Czech Republic,desktop,52,1,1,1,3,,,,Prospect (no purchase),0.888105505939967,36-45,High,False
C01909,32,Regular,Western Slovakia,mobile,19,0,0,2,2,583.0,1.0,285.56,One-off Lapsed,0.8813404924507671,26-35,High,True
C01910,43,New,Western Slovakia,desktop,16,0,0,1,3,,,,Prospect (no purchase),0.9134465043278932,36-45,High,False
C01911,29,Regular,Western Slovakia,mobile,14,1,0,1,18,337.0,3.0,604.86,Champions,0.7717683463432207,26-35,Medium,True
C01912,44,New,Central Slovakia,mobile,62,1,1,6,5,640.0,1.0,243.8,One-off Lapsed,0.8167739690138391,36-45,High,True
C01913,45,Loyal,Central Slovakia,desktop,36,1,1,2,7,,,,Prospect (no purchase),0.642710534728219,36-45,Medium,False
C01914,18,Regular,Bratislava,mobile,50,0,1,0,2,,,,Prospect (no purchase),0.9039015848322446,18-25,High,False
C01915,52,Regular,Eastern Slovakia,mobile,15,1,0,4,9,661.0,3.0,634.72,Champions,0.7386190769153487,46-55,Medium,True
C01916,18,New,Western Slovakia,mobile,5,0,0,2,2,,,,Prospect (no purchase),0.9064178311339214,18-25,High,False
C01917,31,New,Western Slovakia,desktop,3,0,0,0,1,,,,Prospect (no purchase),,26-35,,False
C01918,50,Regular,Bratislava,mobile,32,0,0,0,3,,,,Prospect (no purchase),,46-55,,False
C01919,34,Regular,Central Slovakia,desktop,24,0,1,0,1,,,,Prospect (no purchase),,26-35,,False
C01920,20,Regular,Central Slovakia,desktop,55,0,1,2,4,311.0,2.0,347.32,Occasional Repeat,0.8647568304078546,18-25,High,True
C01921,25,At-Risk,Eastern Slovakia,desktop,56,0,1,0,3,,,,Prospect (no purchase),0.9645977666582556,18-25,High,False
C01922,50,Loyal,Bratislava,tablet,23,0,1,3,11,447.0,1.0,201.43,One-off Lapsed,0.703845937385698,46-55,Medium,True
C01923,18,At-Risk,Czech Republic,desktop,31,1,1,0,9,,,,Prospect (no purchase),0.917336005758278,18-25,High,False
C01924,52,New,Central Slovakia,mobile,28,0,1,1,10,,,,Prospect (no purchase),0.8808181898602014,46-55,High,False
C01925,37,Loyal,Bratislava,tablet,48,1,1,5,9,35.0,2.0,752.11,Occasional Repeat,0.5204368384158617,36-45,Low,True
C01926,24,Regular,Bratislava,mobile,45,0,0,1,2,,,,Prospect (no purchase),0.9130915784291296,18-25,High,False
C01927,31,Regular,Bratislava,mobile,47,1,0,1,11,468.0,1.0,145.16,One-off Lapsed,0.8195472899660381,26-35,High,True
C01928,26,At-Risk,Eastern Slovakia,mobile,4,0,0,1,6,542.0,1.0,148.03,One-off Lapsed,0.9742361895679308,26-35,High,True
C01929,48,Regular,Bratislava,desktop,24,0,1,1,2,,,,Prospect (no purchase),0.8939240840393922,46-55,High,False
C01930,47,At-Risk,Western Slovakia,mobile,69,0,0,1,7,,,,Prospect (no purchase),,46-55,,False
C01931,18,Loyal,Central Slovakia,desktop,25,1,1,7,17,,,,Prospect (no purchase),0.2867224980178218,18-25,Low,False
C01932,33,New,Eastern Slovakia,mobile,13,1,1,2,5,,,,Prospect (no purchase),,26-35,,False
C01933,28,Loyal,Central Slovakia,mobile,15,0,1,3,4,,,,Prospect (no purchase),0.6805480002033807,26-35,Medium,False
C01934,54,Regular,Eastern Slovakia,mobile,2,1,1,1,2,,,,Prospect (no purchase),0.8169519811198175,46-55,High,False
C01935,22,At-Risk,Bratislava,desktop,56,0,0,0,12,,,,Prospect (no purchase),,18-25,,False
C01936,57,Loyal,Eastern Slovakia,mobile,1,0,0,5,2,,,,Prospect (no purchase),0.7661023909536422,56+,Medium,False
C01937,38,New,Bratislava,mobile,43,0,1,1,11,,,,Prospect (no purchase),0.8932073922372542,36-45,High,False
C01938,24,New,Bratislava,mobile,29,0,0,0,8,,,,Prospect (no purchase),,18-25,,False
C01939,30,New,Czech Republic,mobile,7,1,1,1,2,,,,Prospect (no purchase),,26-35,,False
C01940,28,Regular,Bratislava,desktop,63,0,1,2,1,,,,Prospect (no purchase),,26-35,,False
C01941,23,New,Bratislava,mobile,53,0,0,1,2,,,,Prospect (no purchase),0.9006753812166721,18-25,High,False
C01942,39,Loyal,Central Slovakia,mobile,59,1,0,1,4,,,,Prospect (no purchase),,36-45,,False
C01943,23,Regular,Western Slovakia,desktop,67,0,0,1,4,,,,Prospect (no purchase),0.8363492965550773,18-25,High,False
C01944,18,Loyal,Bratislava,mobile,65,1,1,1,5,,,,Prospect (no purchase),0.6468227315352147,18-25,Medium,False
C01945,33,New,Central Slovakia,mobile,50,1,1,4,4,,,,Prospect (no purchase),0.7380961528729322,26-35,Medium,False
C01946,18,Regular,Eastern Slovakia,desktop,38,0,1,1,14,,,,Prospect (no purchase),0.8727126597351316,18-25,High,False
C01947,29,New,Eastern Slovakia,desktop,50,0,1,4,6,383.0,1.0,204.55,One-off Lapsed,0.8115948191256136,26-35,High,True
C01948,27,At-Risk,Bratislava,desktop,32,0,1,0,4,,,,Prospect (no purchase),0.9415309133728345,26-35,High,False
C01949,28,New,Central Slovakia,mobile,13,0,1,1,1,,,,Prospect (no purchase),0.8963023572404595,26-35,High,False
C01950,62,New,Eastern Slovakia,mobile,28,1,1,1,5,,,,Prospect (no purchase),0.8128355292430083,56+,High,False
C01951,39,New,Bratislava,mobile,34,0,1,1,3,,,,Prospect (no purchase),0.9102235368669924,36-45,High,False
C01952,41,Loyal,Bratislava,mobile,4,0,0,1,8,,,,Prospect (no purchase),0.783546812244474,36-45,Medium,False
C01953,18,New,Bratislava,mobile,61,0,1,0,1,,,,Prospect (no purchase),,18-25,,False
C01954,30,Regular,Central Slovakia,tablet,65,1,1,0,13,31.0,1.0,227.11,One-off Lapsed,0.8201436076514026,26-35,High,True
C01955,41,Loyal,Bratislava,desktop,30,1,0,1,4,,,,Prospect (no purchase),0.536459585549031,36-45,Low,False
C01956,26,Loyal,Eastern Slovakia,mobile,36,0,0,6,4,233.0,4.0,981.43,Champions,0.6702139809595449,26-35,Medium,True
C01957,49,New,Czech Republic,mobile,60,1,1,6,11,,,,Prospect (no purchase),,46-55,,False
C01958,24,New,Bratislava,desktop,33,1,1,0,5,333.0,1.0,239.79,One-off Lapsed,0.8314891760113674,18-25,High,True
C01959,35,Regular,Central Slovakia,mobile,49,0,1,2,2,,,,Prospect (no purchase),0.8675590366562964,26-35,High,False
C01960,31,New,Bratislava,mobile,37,0,0,0,1,,,,Prospect (no purchase),0.93797660162496,26-35,High,False
C01961,40,Loyal,Bratislava,mobile,20,1,1,4,3,682.0,1.0,344.69,One-off Lapsed,0.7411426752013865,36-45,Medium,True
C01962,30,Regular,Eastern Slovakia,desktop,57,0,1,3,1,,,,Prospect (no purchase),0.8570758923149038,26-35,High,False
C01963,35,Regular,Western Slovakia,desktop,14,0,0,1,5,,,,Prospect (no purchase),0.849031884265792,26-35,High,False
C01964,35,New,Czech Republic,mobile,16,0,0,1,3,,,,Prospect (no purchase),,26-35,,False
C01965,29,Regular,Central Slovakia,mobile,50,0,1,3,5,,,,Prospect (no purchase),0.8469762223374939,26-35,High,False
C01966,44,New,Bratislava,desktop,51,0,1,1,4,,,,Prospect (no purchase),,36-45,,False
C01967,41,Regular,Western Slovakia,mobile,68,0,1,2,3,,,,Prospect (no purchase),,36-45,,False
C01968,37,New,Bratislava,desktop,51,0,1,0,5,349.0,2.0,382.97,Occasional Repeat,0.8575341053172568,36-45,High,True
C01969,33,At-Risk,Eastern Slovakia,mobile,2,0,1,0,1,,,,Prospect (no purchase),,26-35,,False
C01970,48,Loyal,Central Slovakia,desktop,61,0,0,4,1,589.0,1.0,252.76,One-off Lapsed,,46-55,,True
C01971,35,New,Western Slovakia,tablet,30,0,0,4,7,,,,Prospect (no purchase),0.8295885451884981,26-35,High,False
C01972,34,New,Central Slovakia,desktop,1,0,0,0,1,,,,Prospect (no purchase),0.9341979822125112,26-35,High,False
C01973,39,Regular,Central Slovakia,mobile,42,0,0,0,1,,,,Prospect (no purchase),0.8896983641539162,36-45,High,False
C01974,58,New,Eastern Slovakia,desktop,13,0,0,1,2,,,,Prospect (no purchase),0.931002518799418,56+,High,False
C01975,22,New,Bratislava,mobile,30,0,1,2,1,,,,Prospect (no purchase),0.8751016943266041,18-25,High,False
C01976,47,Loyal,Bratislava,mobile,34,1,0,4,5,544.0,1.0,454.86,One-off Lapsed,0.7695103487869581,46-55,Medium,True
C01977,18,Regular,Bratislava,mobile,6,0,1,0,3,331.0,1.0,208.67,One-off Lapsed,0.8901693664120035,18-25,High,True
C01978,41,New,Western Slovakia,desktop,61,0,1,3,6,,,,Prospect (no purchase),,36-45,,False
C01979,57,Regular,Western Slovakia,mobile,37,1,1,2,5,,,,Prospect (no purchase),,56+,,False
C01980,44,New,Bratislava,desktop,69,0,0,4,2,,,,Prospect (no purchase),0.8979508726317487,36-45,High,False
C01981,40,At-Risk,Western Slovakia,mobile,34,0,0,0,5,,,,Prospect (no purchase),,36-45,,False
C01982,31,New,Western Slovakia,mobile,43,0,1,1,3,,,,Prospect (no purchase),0.8863153079321628,26-35,High,False
C01983,38,Loyal,Bratislava,mobile,58,0,1,1,3,,,,Prospect (no purchase),,36-45,,False
C01984,35,Loyal,Czech Republic,desktop,16,0,0,3,1,,,,Prospect (no purchase),0.8181773493101927,26-35,High,False
C01985,29,New,Central Slovakia,mobile,65,0,1,4,13,,,,Prospect (no purchase),,26-35,,False
C01986,35,New,Western Slovakia,mobile,14,0,1,1,6,,,,Prospect (no purchase),,26-35,,False
C01987,40,Regular,Western Slovakia,mobile,71,0,0,0,3,,,,Prospect (no purchase),0.8908359744658924,36-45,High,False
C01988,29,Loyal,Western Slovakia,mobile,46,1,1,1,9,,,,Prospect (no purchase),,26-35,,False
C01989,28,Regular,Eastern Slovakia,mobile,37,1,1,1,6,,,,Prospect (no purchase),,26-35,,False
C01990,22,Regular,Central Slovakia,mobile,15,0,1,0,3,460.0,1.0,174.44,One-off Lapsed,0.8920450603334305,18-25,High,True
C01991,43,Loyal,Western Slovakia,mobile,41,0,0,0,8,,,,Prospect (no purchase),0.8043668088856146,36-45,High,False
C01992,45,Loyal,Czech Republic,tablet,40,0,1,0,9,627.0,1.0,353.87,One-off Lapsed,0.8009892921114781,36-45,High,True
