interaction_id,campaign_id,customer_id,channel_id,date_key,device_type,impressions,clicks,conversions,revenue,spend,responded
INT-005524,CMP-076,C01284,2,20250919,mobile,2,0,0,0.0,1.57,0
INT-005525,CMP-076,C01600,2,20250919,mobile,3,0,0,0.0,2.35,0
INT-005526,CMP-076,C01210,2,20250919,desktop,2,0,0,0.0,1.57,0
INT-005527,CMP-076,C00103,2,20250920,desktop,6,1,1,195.64,4.71,1
INT-005528,CMP-076,C00583,2,20250920,mobile,1,0,0,0.0,0.78,0
INT-005529,CMP-076,C01483,2,20250920,desktop,2,0,0,0.0,1.57,0
INT-005530,CMP-076,C00961,2,20250920,desktop,4,1,0,0.0,3.14,0
INT-005531,CMP-076,C00997,2,20250921,mobile,3,0,0,0.0,2.35,0
INT-005532,CMP-076,C00546,2,20250923,mobile,8,0,0,0.0,6.27,0
INT-005533,CMP-076,C01080,2,20250923,mobile,3,1,0,0.0,2.35,0
INT-005534,CMP-076,C01452,2,20250923,mobile,3,0,0,0.0,2.35,0
INT-005535,CMP-076,C00521,2,20250924,desktop,2,0,0,0.0,1.57,0
INT-005536,CMP-076,C00151,2,20250924,mobile,3,0,0,0.0,2.35,0
INT-005537,CMP-076,C01090,2,20250925,mobile,1,0,0,0.0,0.78,0
INT-005538,CMP-076,C00678,2,20250925,desktop,2,0,0,0.0,1.57,0
INT-005539,CMP-076,C01413,2,20250927,mobile,4,1,0,0.0,3.14,0
INT-005540,CMP-076,C00684,2,20250928,desktop,3,1,0,0.0,2.35,0
INT-005541,CMP-076,C01196,2,20250929,mobile,5,0,0,0.0,3.92,0
INT-005542,CMP-076,C00837,2,20250929,mobile,2,0,0,0.0,1.57,0
INT-005543,CMP-076,C00647,2,20250929,desktop,3,0,0,0.0,2.35,0
INT-005544,CMP-076,C00669,2,20250930,mobile,2,0,0,0.0,1.57,0
INT-005545,CMP-076,C00633,2,20251001,desktop,1,0,0,0.0,0.78,0
INT-005546,CMP-076,C01571,2,20251001,mobile,5,1,0,0.0,3.92,0
INT-005547,CMP-076,C00965,2,20251001,mobile,1,1,0,0.0,0.78,0
INT-005548,CMP-076,C00556,2,20251002,mobile,4,0,0,0.0,3.14,0
INT-005549,CMP-076,C02192,2,20251002,mobile,4,0,0,0.0,3.14,0
INT-005550,CMP-076,C00670,2,20251002,mobile,2,0,0,0.0,1.57,0
INT-005551,CMP-076,C00270,2,20251002,desktop,2,0,0,0.0,1.57,0
INT-005552,CMP-076,C01430,2,20251002,mobile,3,0,0,0.0,2.35,0
INT-005553,CMP-076,C01002,2,20251004,mobile,3,0,0,0.0,2.35,0
INT-005554,CMP-076,C00064,2,20251005,mobile,3,0,0,0.0,2.35,0
INT-005555,CMP-076,C01349,2,20251005,mobile,2,0,0,0.0,1.57,0
INT-005556,CMP-076,C00671,2,20251006,desktop,2,0,0,0.0,1.57,0
INT-005557,CMP-076,C00444,2,20251006,desktop,3,0,0,0.0,2.35,0
INT-005558,CMP-076,C02151,2,20251008,mobile,3,0,0,0.0,2.35,0
INT-005559,CMP-076,C02003,2,20251008,tablet,2,0,0,0.0,1.57,0
INT-005560,CMP-076,C02075,2,20251008,mobile,2,1,0,0.0,1.57,0
INT-005561,CMP-076,C01843,2,20251008,mobile,1,0,0,0.0,0.78,0
INT-005562,CMP-076,C00300,2,20251009,desktop,2,0,0,0.0,1.57,0
INT-005563,CMP-076,C01618,2,20251009,mobile,1,0,0,0.0,0.78,0
INT-005564,CMP-076,C01782,2,20251010,desktop,1,0,0,0.0,0.78,0
INT-005565,CMP-076,C01306,2,20251011,desktop,3,0,0,0.0,2.35,0
INT-005566,CMP-076,C01411,2,20251011,desktop,3,0,0,0.0,2.35,0
INT-005567,CMP-076,C00163,2,20251012,mobile,2,0,0,0.0,1.57,0
INT-005568,CMP-076,C02155,2,20251012,desktop,2,0,0,0.0,1.57,0
INT-005569,CMP-076,C01115,2,20251013,desktop,3,0,0,0.0,2.35,0
INT-005570,CMP-076,C01070,2,20251013,mobile,5,0,0,0.0,3.92,0
INT-005571,CMP-076,C01157,2,20251013,desktop,2,0,0,0.0,1.57,0
INT-005572,CMP-076,C00797,2,20251013,desktop,1,0,0,0.0,0.78,0
INT-005573,CMP-076,C00575,2,20251015,desktop,4,0,0,0.0,3.14,0
INT-005574,CMP-076,C02113,2,20251016,mobile,2,0,0,0.0,1.57,0
INT-005575,CMP-076,C00699,2,20251017,mobile,3,1,0,0.0,2.35,0
INT-005576,CMP-076,C00727,2,20251017,mobile,2,0,0,0.0,1.57,0
INT-005577,CMP-076,C01662,2,20251018,mobile,2,0,0,0.0,1.57,0
INT-005578,CMP-076,C00372,2,20251021,tablet,2,1,0,0.0,1.57,0
INT-005579,CMP-076,C01093,2,20251021,desktop,4,0,0,0.0,3.14,0
INT-005580,CMP-076,C00119,2,20251021,desktop,2,0,0,0.0,1.57,0
INT-005581,CMP-076,C00822,2,20251021,desktop,6,0,0,0.0,4.71,0
INT-005582,CMP-076,C00434,2,20251021,tablet,4,0,0,0.0,3.14,0
INT-005583,CMP-076,C02011,2,20251022,mobile,4,1,0,0.0,3.14,0
INT-005584,CMP-076,C01397,2,20251022,desktop,5,0,0,0.0,3.92,0
INT-005585,CMP-076,C01669,2,20251022,mobile,2,0,0,0.0,1.57,0
INT-005586,CMP-076,C00129,2,20251022,mobile,3,0,0,0.0,2.35,0
INT-005587,CMP-076,C00507,2,20251022,desktop,2,0,0,0.0,1.57,0
INT-005588,CMP-076,C02141,2,20251022,mobile,5,0,0,0.0,3.92,0
INT-005589,CMP-076,C00688,2,20251024,mobile,5,1,0,0.0,3.92,0
INT-005590,CMP-076,C01585,2,20251025,desktop,1,0,0,0.0,0.78,0
INT-005591,CMP-076,C01558,2,20251025,mobile,2,0,0,0.0,1.57,0
INT-005592,CMP-076,C02112,2,20251026,mobile,3,0,0,0.0,2.35,0
INT-005593,CMP-076,C01000,2,20251026,desktop,3,0,0,0.0,2.35,0
INT-005594,CMP-076,C00026,2,20251026,mobile,3,0,0,0.0,2.35,0
INT-005595,CMP-076,C01719,2,20251026,desktop,3,0,0,0.0,2.35,0
INT-005596,CMP-079,C00287,1,20250925,desktop,2,2,1,212.67,3.56,1
INT-005597,CMP-079,C00997,1,20250925,mobile,2,0,0,0.0,3.56,0
INT-005598,CMP-079,C00607,1,20250925,mobile,2,0,0,0.0,3.56,0
INT-005599,CMP-079,C01582,1,20250925,mobile,3,1,0,0.0,5.33,0
INT-005600,CMP-079,C01760,1,20250925,desktop,1,1,1,233.29,1.78,1
INT-005601,CMP-079,C01924,1,20250925,mobile,5,0,0,0.0,8.89,0
INT-005602,CMP-079,C00176,1,20250925,mobile,6,0,0,0.0,10.67,0
INT-005603,CMP-079,C02045,1,20250926,desktop,2,0,0,0.0,3.56,0
INT-005604,CMP-079,C01545,1,20250926,desktop,2,0,0,0.0,3.56,0
INT-005605,CMP-079,C00390,1,20250926,tablet,1,0,0,0.0,1.78,0
INT-005606,CMP-079,C01097,1,20250926,mobile,3,0,0,0.0,5.33,0
INT-005607,CMP-079,C01450,1,20250926,tablet,3,1,0,0.0,5.33,0
INT-005608,CMP-079,C02081,1,20250926,mobile,4,0,0,0.0,7.11,0
INT-005609,CMP-079,C01437,1,20250926,mobile,3,0,0,0.0,5.33,0
INT-005610,CMP-079,C00841,1,20250927,mobile,2,0,0,0.0,3.56,0
INT-005611,CMP-079,C01943,1,20250927,desktop,4,0,0,0.0,7.11,0
INT-005612,CMP-079,C01663,1,20250927,desktop,2,1,1,236.98,3.56,1
INT-005613,CMP-079,C00237,1,20250927,mobile,3,0,0,0.0,5.33,0
INT-005614,CMP-079,C01784,1,20250927,mobile,2,1,1,215.43,3.56,1
INT-005615,CMP-079,C01337,1,20250927,desktop,2,0,0,0.0,3.56,0
INT-005616,CMP-079,C00312,1,20250927,mobile,2,0,0,0.0,3.56,0
INT-005617,CMP-079,C01695,1,20250927,desktop,3,0,0,0.0,5.33,0
INT-005618,CMP-079,C00342,1,20250928,mobile,4,0,0,0.0,7.11,0
INT-005619,CMP-079,C00184,1,20250928,tablet,3,0,0,0.0,5.33,0
INT-005620,CMP-079,C01574,1,20250928,tablet,3,1,0,0.0,5.33,0
INT-005621,CMP-079,C00819,1,20250928,desktop,4,0,0,0.0,7.11,0
INT-005622,CMP-079,C01904,1,20250928,desktop,4,1,1,263.12,7.11,1
INT-005623,CMP-079,C00352,1,20250929,desktop,2,1,1,259.61,3.56,1
INT-005624,CMP-079,C02170,1,20250930,desktop,4,2,2,695.56,7.11,1
INT-005625,CMP-079,C02003,1,20250930,tablet,3,0,0,0.0,5.33,0
INT-005626,CMP-079,C01660,1,20250930,tablet,2,0,0,0.0,3.56,0
INT-005627,CMP-079,C00231,1,20250930,mobile,1,0,0,0.0,1.78,0
INT-005628,CMP-079,C00733,1,20250930,tablet,4,1,1,279.13,7.11,1
INT-005629,CMP-079,C00509,1,20250930,mobile,1,0,0,0.0,1.78,0
INT-005630,CMP-079,C00700,1,20251001,desktop,2,0,0,0.0,3.56,0
INT-005631,CMP-079,C01902,1,20251001,desktop,6,0,0,0.0,10.67,0
INT-005632,CMP-079,C01118,1,20251001,mobile,4,1,1,275.41,7.11,1
INT-005633,CMP-079,C00835,1,20251001,mobile,1,0,0,0.0,1.78,0
INT-005634,CMP-079,C01402,1,20251001,desktop,3,3,2,247.93,5.33,1
INT-005635,CMP-079,C00428,1,20251001,mobile,5,2,1,428.78,8.89,1
INT-005636,CMP-079,C00097,1,20251001,desktop,3,1,1,311.61,5.33,1
INT-005637,CMP-079,C01634,1,20251002,mobile,1,1,1,284.67,1.78,1
INT-005638,CMP-079,C01363,1,20251002,mobile,4,0,0,0.0,7.11,0
INT-005639,CMP-079,C01113,1,20251002,mobile,2,0,0,0.0,3.56,0
INT-005640,CMP-079,C01452,1,20251002,tablet,1,0,0,0.0,1.78,0
INT-005641,CMP-079,C01814,1,20251002,desktop,4,0,0,0.0,7.11,0
INT-005642,CMP-079,C02015,1,20251002,mobile,2,0,0,0.0,3.56,0
INT-005643,CMP-079,C00880,1,20251002,desktop,4,0,0,0.0,7.11,0
INT-005644,CMP-079,C00079,1,20251002,desktop,4,0,0,0.0,7.11,0
INT-005645,CMP-079,C00246,1,20251002,mobile,3,0,0,0.0,5.33,0
INT-005646,CMP-079,C01598,1,20251003,mobile,3,0,0,0.0,5.33,0
INT-005647,CMP-079,C01422,1,20251003,mobile,5,0,0,0.0,8.89,0
INT-005648,CMP-079,C01936,1,20251003,desktop,4,0,0,0.0,7.11,0
INT-005649,CMP-079,C02172,1,20251003,mobile,4,1,1,265.95,7.11,1
INT-005650,CMP-079,C00467,1,20251003,mobile,2,1,1,181.41,3.56,1
INT-005651,CMP-079,C00634,1,20251003,desktop,3,0,0,0.0,5.33,0
INT-005652,CMP-079,C01044,1,20251004,mobile,2,0,0,0.0,3.56,0
INT-005653,CMP-079,C01305,1,20251004,mobile,6,3,1,197.25,10.67,1
INT-005654,CMP-079,C00764,1,20251004,desktop,2,1,0,0.0,3.56,0
INT-005655,CMP-079,C00992,1,20251004,desktop,2,1,1,239.03,3.56,1
INT-005656,CMP-079,C02097,1,20251004,desktop,1,0,0,0.0,1.78,0
INT-005657,CMP-079,C00887,1,20251004,mobile,3,0,0,0.0,5.33,0
INT-005658,CMP-037,C00016,4,20251006,desktop,11,0,0,0.0,4.69,0
INT-005659,CMP-037,C01651,4,20251006,desktop,17,0,0,0.0,7.24,0
INT-005660,CMP-037,C00543,4,20251006,mobile,6,0,0,0.0,2.56,0
INT-005661,CMP-037,C01496,4,20251006,desktop,15,0,0,0.0,6.39,0
INT-005662,CMP-037,C01563,4,20251006,desktop,11,0,0,0.0,4.69,0
INT-005663,CMP-037,C00464,4,20251007,mobile,9,1,0,0.0,3.83,0
INT-005664,CMP-037,C01238,4,20251007,desktop,11,1,0,0.0,4.69,0
INT-005665,CMP-037,C01824,4,20251007,mobile,12,0,0,0.0,5.11,0
INT-005666,CMP-037,C01342,4,20251008,tablet,10,0,0,0.0,4.26,0
INT-005667,CMP-037,C00932,4,20251008,desktop,3,0,0,0.0,1.28,0
INT-005668,CMP-037,C00689,4,20251008,mobile,10,0,0,0.0,4.26,0
INT-005669,CMP-037,C01550,4,20251009,mobile,15,0,0,0.0,6.39,0
INT-005670,CMP-037,C02144,4,20251009,desktop,10,0,0,0.0,4.26,0
INT-005671,CMP-037,C01121,4,20251010,tablet,11,0,0,0.0,4.69,0
INT-005672,CMP-037,C00632,4,20251010,desktop,22,0,0,0.0,9.37,0
INT-005673,CMP-037,C00594,4,20251010,mobile,20,0,0,0.0,8.52,0
INT-005674,CMP-037,C02095,4,20251010,desktop,15,0,0,0.0,6.39,0
INT-005675,CMP-037,C00896,4,20251011,mobile,8,0,0,0.0,3.41,0
INT-005676,CMP-037,C00492,4,20251011,desktop,7,1,0,0.0,2.98,0
INT-005677,CMP-037,C01096,4,20251012,desktop,17,0,0,0.0,7.24,0
INT-005678,CMP-037,C01099,4,20251012,desktop,15,1,1,165.71,6.39,1
INT-005679,CMP-037,C01734,4,20251012,mobile,8,0,0,0.0,3.41,0
INT-005680,CMP-037,C01224,4,20251012,desktop,12,0,0,0.0,5.11,0
INT-005681,CMP-037,C00247,4,20251012,tablet,13,0,0,0.0,5.54,0
INT-005682,CMP-037,C00195,4,20251013,tablet,16,1,0,0.0,6.82,0
INT-005683,CMP-037,C00044,4,20251014,desktop,9,0,0,0.0,3.83,0
INT-005684,CMP-037,C01408,4,20251014,mobile,15,0,0,0.0,6.39,0
INT-005685,CMP-037,C02111,4,20251015,mobile,11,0,0,0.0,4.69,0
INT-005686,CMP-037,C00610,4,20251015,mobile,13,0,0,0.0,5.54,0
INT-005687,CMP-037,C01293,4,20251015,desktop,15,0,0,0.0,6.39,0
INT-005688,CMP-037,C00516,4,20251015,mobile,9,0,0,0.0,3.83,0
INT-005689,CMP-037,C01955,4,20251015,desktop,11,0,0,0.0,4.69,0
INT-005690,CMP-037,C00480,4,20251017,mobile,10,0,0,0.0,4.26,0
INT-005691,CMP-037,C00104,4,20251017,desktop,14,0,0,0.0,5.96,0
INT-005692,CMP-037,C01878,4,20251017,desktop,12,2,0,0.0,5.11,0
INT-005693,CMP-037,C00755,4,20251017,mobile,9,0,0,0.0,3.83,0
INT-005694,CMP-037,C01871,4,20251018,tablet,11,1,0,0.0,4.69,0
INT-005695,CMP-037,C00560,4,20251019,desktop,4,0,0,0.0,1.7,0
INT-005696,CMP-037,C00387,4,20251020,mobile,7,0,0,0.0,2.98,0
INT-005697,CMP-037,C01094,4,20251020,tablet,15,0,0,0.0,6.39,0
INT-005698,CMP-037,C01203,4,20251020,desktop,12,0,0,0.0,5.11,0
INT-005699,CMP-037,C00786,4,20251020,mobile,12,1,0,0.0,5.11,0
INT-005700,CMP-039,C01603,1,20251008,desktop,8,0,0,0.0,24.65,0
INT-005701,CMP-039,C01993,1,20251008,desktop,10,0,0,0.0,30.81,0
INT-005702,CMP-039,C00619,1,20251009,desktop,8,1,0,0.0,24.65,0
INT-005703,CMP-039,C00314,1,20251009,mobile,3,0,0,0.0,9.24,0
INT-005704,CMP-039,C01109,1,20251009,mobile,7,0,0,0.0,21.57,0
INT-005705,CMP-039,C00275,1,20251010,mobile,6,0,0,0.0,18.48,0
INT-005706,CMP-039,C00296,1,20251011,mobile,5,0,0,0.0,15.4,0
INT-005707,CMP-039,C00879,1,20251013,mobile,5,0,0,0.0,15.4,0
INT-005708,CMP-039,C01270,1,20251013,mobile,8,2,1,250.82,24.65,1
INT-005709,CMP-039,C01260,1,20251015,mobile,4,1,0,0.0,12.32,0
INT-005710,CMP-039,C00530,1,20251015,mobile,6,1,0,0.0,18.48,0
INT-005711,CMP-039,C00012,1,20251015,tablet,13,3,0,0.0,40.05,0
INT-005712,CMP-039,C00681,1,20251017,mobile,6,1,0,0.0,18.48,0
INT-005713,CMP-039,C00172,1,20251018,tablet,6,0,0,0.0,18.48,0
INT-005714,CMP-039,C00722,1,20251020,desktop,4,0,0,0.0,12.32,0
INT-005715,CMP-039,C01240,1,20251020,mobile,12,1,0,0.0,36.97,0
INT-005716,CMP-039,C00665,1,20251021,mobile,7,2,0,0.0,21.57,0
INT-005717,CMP-039,C01946,1,20251021,desktop,7,0,0,0.0,21.57,0
INT-005718,CMP-039,C00217,1,20251022,mobile,8,0,0,0.0,24.65,0
INT-005719,CMP-039,C01452,1,20251025,mobile,7,1,1,156.12,21.57,1
INT-005720,CMP-039,C01865,1,20251031,mobile,4,0,0,0.0,12.32,0
INT-005721,CMP-039,C00731,1,20251103,mobile,11,2,2,379.12,33.89,1
INT-005722,CMP-039,C00206,1,20251103,mobile,9,3,1,184.78,27.73,1
INT-005723,CMP-039,C01304,1,20251104,mobile,6,1,1,309.7,18.48,1
INT-005724,CMP-039,C00565,1,20251106,desktop,7,2,0,0.0,21.57,0
INT-005725,CMP-039,C02016,1,20251107,desktop,5,1,0,0.0,15.4,0
INT-005726,CMP-039,C01385,1,20251107,mobile,7,0,0,0.0,21.57,0
INT-005727,CMP-039,C00133,1,20251109,desktop,9,1,1,119.76,27.73,1
INT-005728,CMP-083,C01037,3,20251021,mobile,6,0,0,0.0,4.93,0
INT-005729,CMP-083,C01913,3,20251021,mobile,9,0,0,0.0,7.39,0
INT-005730,CMP-083,C02127,3,20251021,mobile,8,0,0,0.0,6.57,0
INT-005731,CMP-083,C01807,3,20251022,mobile,5,0,0,0.0,4.1,0
INT-005732,CMP-083,C01326,3,20251022,desktop,5,0,0,0.0,4.1,0
INT-005733,CMP-083,C01546,3,20251023,mobile,6,0,0,0.0,4.93,0
INT-005734,CMP-083,C01004,3,20251023,mobile,4,1,0,0.0,3.28,0
INT-005735,CMP-083,C00246,3,20251023,mobile,7,0,0,0.0,5.75,0
INT-005736,CMP-083,C01906,3,20251024,desktop,2,0,0,0.0,1.64,0
INT-005737,CMP-083,C00542,3,20251024,mobile,6,1,0,0.0,4.93,0
INT-005738,CMP-083,C01258,3,20251024,desktop,4,0,0,0.0,3.28,0
INT-005739,CMP-083,C00990,3,20251024,mobile,6,0,0,0.0,4.93,0
INT-005740,CMP-083,C02109,3,20251025,mobile,7,0,0,0.0,5.75,0
INT-005741,CMP-083,C01087,3,20251025,desktop,9,2,0,0.0,7.39,0
INT-005742,CMP-083,C01848,3,20251026,mobile,10,0,0,0.0,8.21,0
INT-005743,CMP-083,C02183,3,20251026,mobile,10,0,0,0.0,8.21,0
INT-005744,CMP-083,C00752,3,20251026,mobile,4,0,0,0.0,3.28,0
INT-005745,CMP-083,C00819,3,20251026,desktop,6,0,0,0.0,4.93,0
INT-005746,CMP-083,C00503,3,20251027,tablet,9,0,0,0.0,7.39,0
INT-005747,CMP-083,C00993,3,20251028,mobile,7,1,0,0.0,5.75,0
INT-005748,CMP-083,C00729,3,20251028,mobile,4,0,0,0.0,3.28,0
INT-005749,CMP-083,C01212,3,20251029,mobile,5,0,0,0.0,4.1,0
INT-005750,CMP-083,C00584,3,20251029,mobile,8,1,0,0.0,6.57,0
INT-005751,CMP-083,C00773,3,20251029,mobile,6,0,0,0.0,4.93,0
INT-005752,CMP-083,C00768,3,20251029,mobile,5,1,1,97.23,4.1,1
INT-005753,CMP-083,C00957,3,20251029,mobile,11,0,0,0.0,9.03,0
INT-005754,CMP-083,C01230,3,20251031,desktop,4,1,0,0.0,3.28,0
INT-005755,CMP-083,C02068,3,20251031,desktop,7,0,0,0.0,5.75,0
INT-005756,CMP-083,C01449,3,20251101,mobile,5,0,0,0.0,4.1,0
INT-005757,CMP-083,C01401,3,20251101,mobile,2,0,0,0.0,1.64,0
INT-005758,CMP-083,C01555,3,20251102,mobile,6,0,0,0.0,4.93,0
INT-005759,CMP-083,C00181,3,20251102,mobile,4,0,0,0.0,3.28,0
INT-005760,CMP-083,C00815,3,20251102,tablet,10,2,1,148.03,8.21,1
INT-005761,CMP-083,C00316,3,20251102,mobile,6,0,0,0.0,4.93,0
INT-005762,CMP-083,C01112,3,20251103,tablet,8,0,0,0.0,6.57,0
INT-005763,CMP-083,C00193,3,20251104,desktop,4,1,0,0.0,3.28,0
INT-005764,CMP-083,C01362,3,20251104,desktop,11,0,0,0.0,9.03,0
INT-005765,CMP-083,C00937,3,20251104,mobile,4,0,0,0.0,3.28,0
INT-005766,CMP-083,C01892,3,20251104,mobile,9,0,0,0.0,7.39,0
INT-005767,CMP-083,C01370,3,20251105,desktop,7,0,0,0.0,5.75,0
INT-005768,CMP-083,C00192,3,20251105,tablet,7,0,0,0.0,5.75,0
INT-005769,CMP-083,C01216,3,20251107,mobile,10,0,0,0.0,8.21,0
INT-005770,CMP-083,C01980,3,20251107,desktop,8,1,0,0.0,6.57,0
INT-005771,CMP-083,C00528,3,20251107,tablet,14,0,0,0.0,11.49,0
INT-005772,CMP-083,C00608,3,20251107,desktop,3,0,0,0.0,2.46,0
INT-005773,CMP-083,C00570,3,20251108,desktop,5,0,0,0.0,4.1,0
INT-005774,CMP-083,C00631,3,20251108,desktop,6,1,0,0.0,4.93,0
INT-005775,CMP-083,C00185,3,20251108,mobile,7,0,0,0.0,5.75,0
INT-005776,CMP-083,C01570,3,20251109,mobile,6,0,0,0.0,4.93,0
INT-005777,CMP-083,C01525,3,20251109,mobile,5,0,0,0.0,4.1,0
INT-005778,CMP-083,C00122,3,20251110,mobile,7,0,0,0.0,5.75,0
INT-005779,CMP-083,C00885,3,20251110,mobile,9,1,0,0.0,7.39,0
INT-005780,CMP-083,C01944,3,20251111,mobile,10,0,0,0.0,8.21,0
INT-005781,CMP-083,C00748,3,20251111,mobile,5,0,0,0.0,4.1,0
INT-005782,CMP-083,C01076,3,20251111,mobile,7,0,0,0.0,5.75,0
INT-005783,CMP-083,C00366,3,20251111,tablet,4,0,0,0.0,3.28,0
INT-005784,CMP-083,C00673,3,20251112,mobile,4,0,0,0.0,3.28,0
INT-005785,CMP-083,C00211,3,20251112,mobile,4,0,0,0.0,3.28,0
INT-005786,CMP-083,C00064,3,20251113,desktop,10,0,0,0.0,8.21,0
INT-005787,CMP-083,C00234,3,20251113,desktop,11,0,0,0.0,9.03,0
INT-005788,CMP-083,C00563,3,20251114,mobile,9,1,1,265.49,7.39,1
INT-005789,CMP-083,C01573,3,20251114,mobile,8,1,0,0.0,6.57,0
INT-005790,CMP-083,C00155,3,20251114,desktop,4,1,0,0.0,3.28,0
INT-005791,CMP-083,C00393,3,20251115,mobile,8,0,0,0.0,6.57,0
INT-005792,CMP-083,C01084,3,20251115,mobile,9,0,0,0.0,7.39,0
INT-005793,CMP-083,C00106,3,20251116,desktop,12,3,2,569.01,9.85,1
INT-005794,CMP-083,C00319,3,20251116,desktop,4,0,0,0.0,3.28,0
INT-005795,CMP-083,C00626,3,20251117,desktop,6,1,0,0.0,4.93,0
INT-005796,CMP-083,C00834,3,20251117,desktop,5,0,0,0.0,4.1,0
INT-005797,CMP-083,C00328,3,20251118,mobile,8,2,1,259.99,6.57,1
INT-005798,CMP-083,C00896,3,20251118,mobile,4,1,0,0.0,3.28,0
INT-005799,CMP-083,C02011,3,20251120,mobile,11,2,1,154.09,9.03,1
INT-005800,CMP-083,C00121,3,20251121,mobile,8,0,0,0.0,6.57,0
INT-005801,CMP-083,C01774,3,20251121,tablet,9,0,0,0.0,7.39,0
INT-005802,CMP-083,C01843,3,20251121,mobile,7,0,0,0.0,5.75,0
INT-005803,CMP-083,C00507,3,20251122,desktop,5,0,0,0.0,4.1,0
INT-005804,CMP-083,C01295,3,20251122,desktop,2,0,0,0.0,1.64,0
INT-005805,CMP-083,C01693,3,20251122,desktop,7,0,0,0.0,5.75,0
INT-005806,CMP-083,C00210,3,20251122,mobile,8,0,0,0.0,6.57,0
INT-005807,CMP-083,C01073,3,20251122,mobile,4,0,0,0.0,3.28,0
INT-005808,CMP-084,C00540,2,20251024,desktop,7,1,0,0.0,7.06,0
INT-005809,CMP-084,C00277,2,20251025,mobile,5,0,0,0.0,5.04,0
INT-005810,CMP-084,C01652,2,20251025,mobile,10,1,0,0.0,10.08,0
INT-005811,CMP-084,C00032,2,20251026,desktop,4,0,0,0.0,4.03,0
INT-005812,CMP-084,C00368,2,20251026,mobile,4,1,1,225.86,4.03,1
INT-005813,CMP-084,C01925,2,20251026,tablet,5,0,0,0.0,5.04,0
INT-005814,CMP-084,C00786,2,20251027,mobile,6,1,0,0.0,6.05,0
INT-005815,CMP-084,C01006,2,20251027,desktop,5,1,1,213.42,5.04,1
INT-005816,CMP-084,C01544,2,20251028,tablet,5,1,0,0.0,5.04,0
INT-005817,CMP-084,C00098,2,20251030,mobile,4,0,0,0.0,4.03,0
INT-005818,CMP-084,C00257,2,20251031,mobile,5,0,0,0.0,5.04,0
INT-005819,CMP-084,C00866,2,20251031,mobile,2,1,0,0.0,2.02,0
INT-005820,CMP-084,C00821,2,20251101,mobile,4,0,0,0.0,4.03,0
INT-005821,CMP-084,C00793,2,20251102,desktop,6,1,1,242.26,6.05,1
INT-005822,CMP-084,C00579,2,20251103,mobile,7,1,1,187.44,7.06,1
INT-005823,CMP-084,C01831,2,20251104,mobile,2,0,0,0.0,2.02,0
INT-005824,CMP-084,C01581,2,20251105,mobile,10,1,1,97.0,10.08,1
INT-005825,CMP-084,C01370,2,20251105,desktop,6,1,0,0.0,6.05,0
INT-005826,CMP-084,C00316,2,20251108,mobile,4,0,0,0.0,4.03,0
INT-005827,CMP-084,C00875,2,20251108,mobile,7,0,0,0.0,7.06,0
INT-005828,CMP-084,C00467,2,20251109,desktop,1,0,0,0.0,1.01,0
INT-005829,CMP-084,C00580,2,20251110,tablet,7,2,1,319.47,7.06,1
INT-005830,CMP-084,C00923,2,20251110,mobile,4,0,0,0.0,4.03,0
INT-005831,CMP-084,C01452,2,20251110,desktop,7,0,0,0.0,7.06,0
INT-005832,CMP-084,C01393,2,20251111,desktop,2,1,1,211.15,2.02,1
INT-005833,CMP-084,C01218,2,20251112,mobile,5,0,0,0.0,5.04,0
INT-005834,CMP-084,C00251,2,20251115,mobile,8,1,0,0.0,8.07,0
INT-005835,CMP-084,C00549,2,20251116,desktop,4,0,0,0.0,4.03,0
INT-005836,CMP-084,C00185,2,20251116,mobile,5,2,1,147.52,5.04,1
INT-005837,CMP-084,C01991,2,20251116,mobile,4,0,0,0.0,4.03,0
INT-005838,CMP-084,C02091,2,20251116,mobile,6,0,0,0.0,6.05,0
INT-005839,CMP-084,C00670,2,20251118,desktop,9,0,0,0.0,9.08,0
INT-005840,CMP-084,C01998,2,20251121,mobile,3,0,0,0.0,3.03,0
INT-005841,CMP-084,C01215,2,20251122,desktop,7,0,0,0.0,7.06,0
INT-005842,CMP-084,C01042,2,20251123,mobile,7,0,0,0.0,7.06,0
INT-005843,CMP-084,C01714,2,20251123,mobile,3,0,0,0.0,3.03,0
INT-005844,CMP-084,C00116,2,20251123,desktop,6,0,0,0.0,6.05,0
INT-005845,CMP-084,C01317,2,20251123,mobile,7,0,0,0.0,7.06,0
INT-005846,CMP-084,C02150,2,20251125,mobile,7,1,1,166.73,7.06,1
INT-005847,CMP-084,C01279,2,20251125,mobile,5,1,1,243.12,5.04,1
INT-005848,CMP-084,C00815,2,20251126,tablet,3,0,0,0.0,3.03,0
INT-005849,CMP-084,C00121,2,20251127,mobile,3,1,1,107.58,3.03,1
INT-005850,CMP-084,C00997,2,20251127,mobile,4,0,0,0.0,4.03,0
INT-005851,CMP-084,C00602,2,20251127,mobile,5,2,0,0.0,5.04,0
INT-005852,CMP-084,C01280,2,20251128,desktop,5,0,0,0.0,5.04,0
INT-005853,CMP-084,C01950,2,20251129,mobile,3,0,0,0.0,3.03,0
INT-005854,CMP-103,C00200,4,20251025,tablet,14,1,0,0.0,6.29,0
INT-005855,CMP-103,C01180,4,20251027,mobile,14,0,0,0.0,6.29,0
