customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d
C01328,19,New,Central Slovakia,tablet,58,0,1,5,22
C01329,37,Loyal,Eastern Slovakia,desktop,34,1,0,3,4
C01330,47,New,Bratislava,mobile,13,0,0,0,4
C01331,18,Loyal,Czech Republic,mobile,38,0,1,4,12
C01332,25,Loyal,Czech Republic,desktop,67,0,0,5,8
C01333,49,Regular,Western Slovakia,tablet,59,1,0,0,2
C01334,41,Loyal,Eastern Slovakia,tablet,63,1,0,0,5
C01335,43,At-Risk,Bratislava,desktop,29,1,0,3,6
C01336,60,Loyal,Eastern Slovakia,mobile,26,1,1,1,8
C01337,44,Regular,Eastern Slovakia,tablet,23,0,0,4,2
C01338,46,Regular,Eastern Slovakia,tablet,22,0,0,2,1
C01339,71,Loyal,Eastern Slovakia,desktop,66,1,1,4,18
C01340,35,New,Western Slovakia,desktop,10,0,0,2,13
C01341,28,Loyal,Eastern Slovakia,mobile,61,0,1,3,11
C01342,43,Regular,Central Slovakia,tablet,66,0,1,1,2
C01343,43,Loyal,Bratislava,mobile,60,0,0,1,11
C01344,32,New,Bratislava,desktop,45,0,1,4,2
C01345,26,New,Eastern Slovakia,mobile,61,0,0,0,1
C01346,66,At-Risk,Central Slovakia,mobile,3,0,0,0,8
C01347,42,Loyal,Western Slovakia,mobile,59,1,0,4,30
C01348,29,At-Risk,Czech Republic,mobile,37,0,0,6,3
C01349,49,At-Risk,Central Slovakia,mobile,69,1,0,2,2
C01350,37,Regular,Western Slovakia,tablet,7,1,1,0,3
C01351,35,New,Western Slovakia,mobile,67,1,0,4,3
C01352,45,New,Central Slovakia,desktop,41,0,1,0,1
C01353,22,Regular,Eastern Slovakia,mobile,8,0,0,0,0
C01354,42,New,Central Slovakia,mobile,37,0,1,0,6
C01355,61,At-Risk,Western Slovakia,desktop,3,0,1,1,3
C01356,44,New,Eastern Slovakia,desktop,6,0,1,1,12
C01357,33,New,Central Slovakia,mobile,38,0,0,1,6
C01358,32,New,Eastern Slovakia,desktop,58,0,1,2,6
C01359,33,New,Bratislava,desktop,8,1,1,2,3
C01360,35,New,Eastern Slovakia,desktop,19,0,1,0,0
C01361,33,Regular,Western Slovakia,tablet,28,0,0,0,3
C01362,49,Regular,Bratislava,desktop,39,0,0,2,4
C01363,18,Regular,Central Slovakia,desktop,1,0,1,0,2
C01364,48,At-Risk,Central Slovakia,mobile,46,0,0,3,5
C01365,33,Regular,Central Slovakia,mobile,36,0,0,3,7
C01366,43,Loyal,Eastern Slovakia,mobile,69,1,0,4,8
C01367,24,Regular,Western Slovakia,desktop,22,0,1,5,27
C01368,54,New,Bratislava,desktop,36,0,1,2,1
C01369,53,Regular,Western Slovakia,mobile,6,0,1,2,5
C01370,50,At-Risk,Western Slovakia,desktop,66,1,0,0,3
C01371,20,Regular,Central Slovakia,mobile,60,1,0,3,4
C01372,48,New,Eastern Slovakia,mobile,26,0,0,0,1
C01373,43,Regular,Eastern Slovakia,tablet,33,1,1,3,7
C01374,19,Loyal,Bratislava,mobile,61,1,0,4,5
C01375,38,Regular,Western Slovakia,mobile,21,0,1,1,1
C01376,42,Regular,Bratislava,mobile,17,1,1,2,11
C01377,45,At-Risk,Central Slovakia,mobile,18,1,1,0,5
C01378,40,Regular,Bratislava,desktop,51,0,0,0,1
C01379,41,Regular,Central Slovakia,tablet,15,1,0,1,10
C01380,56,New,Eastern Slovakia,desktop,7,0,1,0,12
C01381,53,New,Central Slovakia,desktop,12,0,0,0,0
C01382,18,At-Risk,Bratislava,mobile,71,0,0,1,3
C01383,34,Regular,Western Slovakia,mobile,62,0,1,1,4
C01384,36,Regular,Central Slovakia,mobile,68,0,1,0,3
C01385,18,Regular,Central Slovakia,mobile,20,0,0,0,8
C01386,39,New,Bratislava,desktop,32,0,1,1,4
C01387,53,Loyal,Eastern Slovakia,mobile,35,0,1,1,6
C01388,25,New,Western Slovakia,mobile,38,1,0,1,3
C01389,42,Loyal,Western Slovakia,mobile,2,1,1,4,18
C01390,27,Regular,Bratislava,desktop,43,0,0,5,1
C01391,30,New,Western Slovakia,mobile,3,0,0,2,8
C01392,56,New,Western Slovakia,mobile,20,1,1,5,4
C01393,31,Loyal,Bratislava,desktop,21,1,0,3,8
C01394,44,New,Central Slovakia,mobile,48,1,1,1,2
C01395,18,New,Western Slovakia,tablet,64,1,1,1,3
C01396,60,Loyal,Eastern Slovakia,mobile,50,1,1,5,5
C01397,45,Regular,Czech Republic,desktop,31,0,0,1,3
C01398,36,Regular,Bratislava,tablet,38,1,1,1,9
C01399,45,New,Bratislava,mobile,37,0,0,0,1
C01400,21,Loyal,Eastern Slovakia,desktop,11,1,0,2,9
C01401,52,New,Czech Republic,mobile,68,0,0,0,2
C01402,34,New,Eastern Slovakia,desktop,66,0,1,2,4
C01403,36,Regular,Bratislava,desktop,18,1,1,1,4
C01404,32,New,Bratislava,desktop,9,0,0,0,0
C01405,31,Regular,Bratislava,tablet,12,0,1,1,2
C01406,46,New,Eastern Slovakia,desktop,45,1,1,3,17
C01407,41,New,Central Slovakia,mobile,3,1,1,3,6
C01408,46,Regular,Western Slovakia,mobile,8,0,0,4,9
C01409,38,Loyal,Central Slovakia,desktop,47,1,1,3,10
C01410,44,New,Bratislava,desktop,11,0,0,3,5
C01411,33,New,Central Slovakia,desktop,5,1,1,3,3
C01412,65,At-Risk,Bratislava,mobile,2,0,1,0,1
C01413,19,At-Risk,Central Slovakia,mobile,51,0,1,0,0
C01414,53,Regular,Eastern Slovakia,desktop,26,0,0,4,4
C01415,54,New,Central Slovakia,tablet,21,0,0,1,4
C01416,28,Regular,Western Slovakia,mobile,46,0,1,1,2
C01417,65,New,Eastern Slovakia,mobile,13,0,0,0,3
C01418,50,New,Central Slovakia,mobile,38,0,1,1,2
C01419,50,Regular,Bratislava,mobile,35,0,0,3,6
C01420,38,Regular,Bratislava,tablet,48,0,1,1,5
C01421,35,Regular,Central Slovakia,mobile,45,0,0,5,2
C01422,35,Regular,Bratislava,mobile,48,1,0,5,5
C01423,43,New,Bratislava,mobile,16,0,0,1,5
C01424,55,Regular,Bratislava,mobile,10,0,1,2,3
C01425,40,Loyal,Bratislava,tablet,38,0,1,2,13
C01426,27,Loyal,Western Slovakia,mobile,5,0,0,3,4
C01427,48,Regular,Central Slovakia,mobile,33,1,0,0,6
C01428,49,Regular,Bratislava,mobile,45,0,1,0,1
C01429,46,New,Central Slovakia,tablet,59,0,0,2,3
C01430,47,New,Bratislava,tablet,47,0,1,1,3
C01431,35,Loyal,Western Slovakia,mobile,71,0,1,4,2
C01432,27,New,Bratislava,desktop,40,1,1,1,5
C01433,28,Regular,Eastern Slovakia,mobile,32,0,0,2,0
C01434,18,Regular,Czech Republic,mobile,18,0,1,2,1
C01435,41,New,Western Slovakia,mobile,48,0,1,1,2
C01436,37,New,Bratislava,desktop,58,1,1,1,5
C01437,33,Regular,Bratislava,tablet,23,0,0,1,5
C01438,18,At-Risk,Bratislava,mobile,6,1,0,1,2
C01439,23,Regular,Eastern Slovakia,mobile,1,0,0,0,11
C01440,51,Regular,Bratislava,mobile,45,0,0,1,1
C01441,30,New,Czech Republic,mobile,48,0,0,0,1
C01442,42,Regular,Central Slovakia,mobile,9,1,1,2,4
C01443,21,New,Western Slovakia,mobile,2,1,0,2,3
C01444,55,Regular,Eastern Slovakia,tablet,47,1,1,3,6
C01445,36,Loyal,Bratislava,mobile,29,0,1,4,3
C01446,41,Regular,Eastern Slovakia,desktop,30,0,1,0,8
C01447,66,New,Bratislava,mobile,19,0,0,1,3
C01448,56,New,Eastern Slovakia,mobile,51,0,1,3,1
C01449,34,New,Central Slovakia,mobile,53,0,1,0,2
C01450,31,Regular,Bratislava,tablet,4,1,1,3,18
C01451,34,At-Risk,Eastern Slovakia,mobile,7,0,1,1,1
C01452,44,New,Bratislava,mobile,40,1,1,2,3
C01453,37,Regular,Bratislava,desktop,43,0,0,2,4
C01454,33,Loyal,Eastern Slovakia,desktop,11,1,0,5,4
C01455,56,New,Western Slovakia,desktop,12,0,0,2,1
C01456,37,New,Eastern Slovakia,mobile,49,0,1,1,9
C01457,66,Regular,Central Slovakia,mobile,33,0,0,0,0
C01458,39,Regular,Central Slovakia,desktop,9,0,1,1,2
C01459,59,Regular,Bratislava,desktop,44,0,0,1,3
C01460,42,Loyal,Bratislava,desktop,6,0,0,0,8
C01461,50,Loyal,Czech Republic,mobile,17,0,1,0,6
C01462,29,Loyal,Bratislava,mobile,51,0,1,4,13
C01463,28,At-Risk,Central Slovakia,tablet,16,1,1,4,8
C01464,44,Loyal,Bratislava,desktop,5,0,1,2,4
C01465,50,Loyal,Bratislava,mobile,69,0,1,4,4
C01466,38,Loyal,Central Slovakia,tablet,16,0,1,0,3
C01467,23,Loyal,Eastern Slovakia,desktop,37,0,1,2,2
C01468,22,Loyal,Eastern Slovakia,mobile,59,0,1,2,8
C01469,21,At-Risk,Eastern Slovakia,mobile,71,1,1,2,3
C01470,18,Regular,Bratislava,desktop,58,0,0,1,3
C01471,39,Regular,Western Slovakia,mobile,25,0,0,2,3
C01472,52,Regular,Bratislava,mobile,61,0,1,0,3
C01473,38,Loyal,Eastern Slovakia,desktop,1,0,1,2,6
C01474,18,Regular,Western Slovakia,mobile,24,0,0,1,2
C01475,36,Loyal,Central Slovakia,tablet,15,0,1,3,2
C01476,36,Loyal,Bratislava,mobile,38,0,1,4,4
C01477,63,At-Risk,Eastern Slovakia,mobile,64,0,0,0,0
C01478,21,New,Eastern Slovakia,desktop,55,0,1,2,6
C01479,33,Loyal,Eastern Slovakia,desktop,71,1,0,6,7
C01480,58,Loyal,Bratislava,mobile,10,0,0,1,3
C01481,43,At-Risk,Czech Republic,desktop,54,0,1,3,3
C01482,45,At-Risk,Bratislava,desktop,52,0,0,0,1
C01483,39,Regular,Western Slovakia,desktop,33,0,0,0,4
C01484,42,Regular,Bratislava,desktop,7,1,1,3,5
C01485,47,New,Bratislava,mobile,8,0,0,0,2
C01486,28,At-Risk,Central Slovakia,mobile,65,1,0,1,1
C01487,49,New,Bratislava,mobile,21,1,1,3,1
C01488,22,Loyal,Western Slovakia,mobile,46,0,1,1,3
C01489,42,Loyal,Central Slovakia,desktop,68,1,1,2,19
C01490,40,Regular,Eastern Slovakia,mobile,36,0,0,1,4
C01491,31,New,Central Slovakia,mobile,15,0,1,1,5
C01492,38,New,Central Slovakia,mobile,35,1,0,0,2
C01493,31,Loyal,Bratislava,mobile,17,1,1,2,6
C01494,25,Regular,Eastern Slovakia,mobile,13,1,0,4,3
C01495,34,New,Bratislava,desktop,58,0,0,2,4
C01496,25,Loyal,Bratislava,desktop,25,0,1,1,3
C01497,42,New,Bratislava,mobile,49,0,1,0,4
C01498,24,Loyal,Central Slovakia,mobile,52,0,1,3,1
C01499,47,Regular,Western Slovakia,desktop,40,0,0,1,7
C01500,24,New,Central Slovakia,mobile,39,0,0,0,1
C01501,31,New,Western Slovakia,mobile,13,0,1,3,3
C01502,31,Regular,Western Slovakia,mobile,38,0,0,5,12
C01503,54,Regular,Western Slovakia,mobile,54,0,1,1,11
C01504,42,Loyal,Bratislava,desktop,14,1,1,5,8
C01505,35,Regular,Western Slovakia,desktop,17,0,0,1,9
C01506,44,Regular,Central Slovakia,tablet,50,0,0,3,2
C01507,18,New,Central Slovakia,desktop,70,0,0,1,2
C01508,37,New,Bratislava,mobile,28,0,1,2,8
C01509,62,At-Risk,Central Slovakia,mobile,59,1,0,0,0
C01510,40,New,Western Slovakia,mobile,13,0,1,1,5
C01511,39,At-Risk,Bratislava,mobile,41,0,1,2,3
C01512,45,Regular,Bratislava,mobile,68,0,1,2,4
C01513,49,New,Western Slovakia,mobile,32,0,0,0,2
C01514,18,New,Western Slovakia,mobile,36,0,1,3,4
C01515,18,New,Central Slovakia,mobile,12,0,1,1,2
C01516,41,Loyal,Bratislava,desktop,38,0,1,2,5
C01517,29,Regular,Eastern Slovakia,desktop,42,0,1,1,6
C01518,54,Regular,Bratislava,tablet,70,0,0,0,3
C01519,34,Regular,Central Slovakia,mobile,15,0,0,0,4
C01520,18,Regular,Eastern Slovakia,mobile,27,0,0,0,2
C01521,23,At-Risk,Western Slovakia,tablet,46,0,1,0,6
C01522,18,At-Risk,Bratislava,desktop,67,1,0,0,0
C01523,35,Loyal,Central Slovakia,desktop,17,0,1,0,2
C01524,36,Loyal,Czech Republic,mobile,50,0,1,1,15
C01525,33,Loyal,Czech Republic,mobile,63,0,0,1,6
C01526,51,Regular,Bratislava,desktop,45,0,1,0,4
C01527,52,Loyal,Eastern Slovakia,desktop,31,1,0,5,37
C01528,36,New,Western Slovakia,mobile,17,0,1,1,2
C01529,18,Loyal,Bratislava,mobile,21,0,0,3,4
C01530,45,At-Risk,Central Slovakia,mobile,4,1,0,1,0
C01531,45,New,Western Slovakia,mobile,11,0,0,3,3
C01532,42,Loyal,Central Slovakia,desktop,32,0,0,0,4
C01533,50,At-Risk,Eastern Slovakia,mobile,10,0,1,0,4
C01534,24,New,Western Slovakia,mobile,1,0,0,1,2
C01535,62,Regular,Central Slovakia,mobile,50,0,1,12,13
C01536,26,At-Risk,Western Slovakia,tablet,6,0,0,1,7
C01537,47,At-Risk,Bratislava,mobile,11,0,1,0,2
C01538,18,New,Western Slovakia,mobile,43,1,1,0,1
C01539,27,Regular,Czech Republic,desktop,66,0,0,2,2
C01540,56,Loyal,Western Slovakia,desktop,52,0,1,8,7
C01541,35,New,Bratislava,desktop,3,1,1,0,2
C01542,48,Regular,Central Slovakia,desktop,12,1,1,2,6
C01543,41,New,Czech Republic,mobile,53,0,0,0,2
C01544,37,New,Czech Republic,tablet,53,0,0,4,7
C01545,54,Regular,Central Slovakia,desktop,28,0,0,0,22
C01546,35,Regular,Western Slovakia,mobile,68,1,1,2,3
C01547,18,Regular,Central Slovakia,desktop,64,0,1,1,5
C01548,28,Loyal,Eastern Slovakia,mobile,53,0,1,4,4
C01549,45,Regular,Eastern Slovakia,mobile,54,1,1,3,7
C01550,43,New,Eastern Slovakia,mobile,56,1,0,2,12
C01551,19,New,Western Slovakia,mobile,11,1,0,3,3
C01552,29,New,Bratislava,tablet,50,0,1,2,6
C01553,31,Regular,Central Slovakia,mobile,67,1,1,3,5
C01554,34,New,Bratislava,desktop,16,0,0,2,7
C01555,21,New,Bratislava,mobile,2,1,1,6,11
C01556,30,New,Western Slovakia,mobile,26,0,0,0,2
C01557,29,Regular,Central Slovakia,mobile,20,0,0,1,10
C01558,47,Regular,Eastern Slovakia,mobile,68,0,1,0,3
C01559,48,At-Risk,Eastern Slovakia,desktop,32,0,0,0,9
C01560,36,Loyal,Eastern Slovakia,tablet,47,0,1,5,18
C01561,33,Regular,Eastern Slovakia,mobile,70,1,0,6,2
C01562,40,New,Central Slovakia,tablet,57,0,1,3,2
C01563,28,Regular,Bratislava,desktop,54,1,1,1,6
C01564,24,New,Central Slovakia,desktop,69,0,0,2,1
C01565,27,Regular,Bratislava,mobile,49,0,0,0,5
C01566,30,Regular,Bratislava,mobile,17,0,1,0,3
C01567,24,Regular,Bratislava,desktop,52,1,0,2,8
C01568,40,New,Eastern Slovakia,mobile,23,0,1,1,5
C01569,47,Loyal,Eastern Slovakia,mobile,24,0,0,2,5
C01570,19,Loyal,Czech Republic,desktop,46,1,1,5,5
C01571,38,Loyal,Czech Republic,mobile,23,0,0,3,0
C01572,35,Regular,Eastern Slovakia,desktop,2,0,1,0,4
C01573,42,Regular,Bratislava,mobile,71,1,1,1,8
C01574,38,New,Eastern Slovakia,tablet,41,0,0,2,2
C01575,21,Loyal,Eastern Slovakia,mobile,48,0,0,1,4
C01576,23,Regular,Eastern Slovakia,mobile,58,0,1,3,8
C01577,38,New,Bratislava,desktop,46,0,1,0,4
C01578,50,Regular,Bratislava,mobile,44,0,1,1,1
C01579,18,At-Risk,Czech Republic,tablet,57,1,1,0,3
C01580,42,Regular,Bratislava,desktop,21,1,0,0,1
C01581,52,Regular,Western Slovakia,mobile,59,0,1,1,7
C01582,36,Regular,Western Slovakia,mobile,52,0,0,4,10
C01583,45,Regular,Bratislava,tablet,13,0,0,2,4
C01584,30,Regular,Bratislava,desktop,11,1,0,1,4
C01585,37,New,Czech Republic,desktop,63,0,1,2,3
C01586,19,Regular,Eastern Slovakia,mobile,64,0,1,1,4
C01587,18,Loyal,Czech Republic,tablet,71,0,1,3,2
C01588,49,New,Bratislava,mobile,8,0,1,0,1
C01589,26,Loyal,Bratislava,desktop,64,0,1,6,19
C01590,33,New,Western Slovakia,mobile,62,1,0,2,16
C01591,21,Loyal,Western Slovakia,mobile,55,0,0,0,4
C01592,21,Regular,Bratislava,tablet,36,0,1,1,7
C01593,36,Regular,Eastern Slovakia,tablet,37,0,1,0,1
C01594,29,Regular,Czech Republic,mobile,31,1,1,1,2
C01595,43,At-Risk,Central Slovakia,tablet,3,0,0,4,1
C01596,43,Regular,Western Slovakia,mobile,36,1,1,2,1
C01597,42,Loyal,Western Slovakia,mobile,17,0,0,6,5
C01598,41,Loyal,Bratislava,mobile,15,1,1,8,16
C01599,57,New,Bratislava,mobile,4,1,1,7,5
C01600,25,New,Western Slovakia,mobile,33,0,0,0,12
C01601,37,Regular,Western Slovakia,mobile,4,0,0,3,3
C01602,52,New,Central Slovakia,mobile,61,0,0,0,10
C01603,53,Regular,Eastern Slovakia,desktop,64,0,1,5,43
C01604,21,Regular,Bratislava,desktop,57,0,1,1,6
C01605,34,Regular,Bratislava,desktop,22,0,0,2,0
C01606,54,New,Bratislava,mobile,12,0,0,0,0
C01607,44,Loyal,Bratislava,desktop,36,0,0,5,2
C01608,40,Regular,Central Slovakia,mobile,48,0,1,4,3
C01609,35,Loyal,Eastern Slovakia,desktop,2,0,0,0,6
C01610,33,New,Eastern Slovakia,mobile,61,0,1,1,3
C01611,41,Regular,Central Slovakia,mobile,32,1,1,2,8
C01612,35,New,Western Slovakia,mobile,59,0,1,2,4
C01613,37,Regular,Bratislava,desktop,6,0,1,4,24
C01614,39,Regular,Western Slovakia,tablet,31,0,0,1,9
C01615,30,At-Risk,Western Slovakia,desktop,33,1,1,0,1
C01616,44,Regular,Eastern Slovakia,tablet,4,0,0,0,1
C01617,73,Regular,Western Slovakia,tablet,51,0,0,3,11
C01618,18,New,Bratislava,mobile,67,1,1,1,2
C01619,42,Regular,Bratislava,desktop,39,0,0,2,2
C01620,29,Regular,Bratislava,mobile,29,0,1,0,1
C01621,45,Regular,Czech Republic,mobile,46,0,1,4,6
C01622,39,New,Bratislava,mobile,26,1,0,2,9
C01623,47,New,Bratislava,tablet,26,1,1,1,4
C01624,52,New,Bratislava,desktop,54,0,1,1,7
C01625,40,At-Risk,Eastern Slovakia,mobile,42,1,0,3,6
C01626,52,Regular,Central Slovakia,mobile,19,1,1,0,2
C01627,18,New,Central Slovakia,mobile,29,0,1,0,1
C01628,57,At-Risk,Western Slovakia,desktop,60,0,0,0,0
C01629,43,New,Bratislava,tablet,38,1,0,1,8
C01630,51,Regular,Eastern Slovakia,mobile,6,0,0,0,2
C01631,23,Loyal,Bratislava,mobile,61,1,0,1,6
C01632,28,At-Risk,Bratislava,desktop,53,0,1,1,4
C01633,40,Loyal,Central Slovakia,mobile,19,0,1,1,2
C01634,38,Regular,Bratislava,mobile,69,1,1,4,6
C01635,41,At-Risk,Bratislava,mobile,68,0,1,0,2
C01636,51,New,Eastern Slovakia,mobile,71,0,0,0,1
C01637,18,At-Risk,Western Slovakia,mobile,27,0,0,3,0
C01638,50,Loyal,Bratislava,desktop,66,0,1,1,3
C01639,38,At-Risk,Western Slovakia,mobile,58,0,1,3,3
C01640,36,New,Eastern Slovakia,mobile,62,1,1,3,19
C01641,20,New,Bratislava,desktop,39,0,0,1,2
C01642,44,Regular,Bratislava,tablet,20,1,1,1,2
C01643,18,Regular,Central Slovakia,mobile,17,0,0,1,2
C01644,46,Regular,Central Slovakia,mobile,69,0,1,0,5
C01645,20,At-Risk,Czech Republic,desktop,36,0,1,0,3
C01646,39,Regular,Western Slovakia,mobile,66,1,0,3,25
C01647,37,Regular,Bratislava,desktop,40,0,0,2,1
C01648,52,Regular,Central Slovakia,mobile,38,1,1,6,2
C01649,36,New,Central Slovakia,mobile,6,0,0,0,6
C01650,30,New,Bratislava,mobile,29,0,0,5,10
C01651,32,New,Central Slovakia,desktop,40,0,0,1,1
C01652,53,Loyal,Bratislava,mobile,8,1,0,2,2
C01653,44,Loyal,Eastern Slovakia,mobile,12,1,1,4,3
C01654,33,Regular,Eastern Slovakia,mobile,42,1,0,2,13
C01655,35,Regular,Western Slovakia,desktop,18,0,0,2,1
C01656,19,Regular,Czech Republic,mobile,50,0,1,5,2
C01657,43,Loyal,Czech Republic,desktop,33,0,1,3,3
C01658,18,At-Risk,Bratislava,desktop,29,0,0,3,7
C01659,47,Regular,Western Slovakia,mobile,9,0,1,0,3
C01660,40,Loyal,Central Slovakia,tablet,29,1,1,3,16
C01661,67,Regular,Bratislava,desktop,39,0,1,1,23
C01662,25,Regular,Western Slovakia,mobile,41,0,1,2,4
C01663,37,Loyal,Bratislava,mobile,20,0,0,3,6
C01664,60,Regular,Czech Republic,mobile,2,0,1,2,2
C01665,52,Regular,Western Slovakia,mobile,67,1,0,0,4
C01666,30,Regular,Eastern Slovakia,mobile,69,1,1,3,1
C01667,41,Regular,Western Slovakia,desktop,65,0,1,0,5
C01668,38,Regular,Bratislava,desktop,21,0,1,4,11
C01669,41,Regular,Eastern Slovakia,mobile,43,0,1,2,2
C01670,30,Regular,Bratislava,mobile,11,0,0,2,14
C01671,37,New,Bratislava,mobile,65,0,0,1,3
C01672,19,Loyal,Western Slovakia,mobile,1,0,1,1,8
C01673,40,Regular,Central Slovakia,mobile,34,0,1,1,7
C01674,43,At-Risk,Western Slovakia,tablet,61,0,0,1,1
C01675,35,New,Bratislava,desktop,52,0,1,1,6
C01676,19,Regular,Western Slovakia,mobile,62,1,0,0,6
C01677,50,Regular,Bratislava,desktop,36,1,1,3,7
C01678,42,Loyal,Bratislava,mobile,7,1,1,6,4
C01679,29,New,Central Slovakia,desktop,1,0,1,2,4
C01680,35,At-Risk,Bratislava,mobile,11,0,1,0,0
C01681,20,Regular,Bratislava,mobile,5,0,0,7,9
C01682,26,Regular,Central Slovakia,desktop,32,0,0,3,6
C01683,32,Regular,Eastern Slovakia,mobile,4,0,0,2,4
C01684,53,New,Bratislava,desktop,14,0,0,0,4
C01685,30,Regular,Western Slovakia,mobile,30,1,0,2,7
C01686,46,New,Bratislava,desktop,53,0,0,2,6
C01687,32,Regular,Czech Republic,desktop,48,0,0,1,0
C01688,41,Regular,Bratislava,mobile,5,0,0,1,3
C01689,36,Regular,Bratislava,mobile,65,1,0,0,1
C01690,48,New,Western Slovakia,desktop,40,1,1,0,0
C01691,32,New,Bratislava,mobile,25,0,0,0,2
C01692,19,New,Bratislava,mobile,28,0,1,2,18
C01693,21,New,Bratislava,desktop,61,0,1,0,0
C01694,32,Regular,Central Slovakia,mobile,34,0,1,1,7
C01695,23,New,Central Slovakia,desktop,18,0,1,2,4
C01696,43,At-Risk,Central Slovakia,mobile,31,0,1,0,4
C01697,32,New,Eastern Slovakia,desktop,5,1,0,2,6
C01698,66,New,Western Slovakia,mobile,11,0,0,0,1
C01699,18,Loyal,Czech Republic,mobile,23,0,1,3,5
C01700,40,New,Eastern Slovakia,mobile,16,1,0,5,4
C01701,24,Regular,Eastern Slovakia,desktop,25,0,0,0,3
C01702,32,At-Risk,Eastern Slovakia,desktop,5,0,0,0,0
C01703,40,At-Risk,Western Slovakia,desktop,44,0,1,0,4
C01704,18,Loyal,Bratislava,mobile,9,0,1,3,3
C01705,41,New,Western Slovakia,mobile,16,0,1,2,14
C01706,61,Regular,Bratislava,desktop,70,0,0,0,3
C01707,33,At-Risk,Western Slovakia,desktop,1,0,0,0,3
C01708,41,At-Risk,Bratislava,mobile,20,0,0,0,0
C01709,50,New,Bratislava,desktop,36,0,0,0,1
C01710,36,Regular,Czech Republic,mobile,22,0,0,1,1
C01711,31,Regular,Central Slovakia,mobile,23,1,0,1,8
C01712,18,New,Central Slovakia,desktop,10,0,0,1,3
C01713,46,Loyal,Western Slovakia,mobile,31,1,1,5,5
C01714,37,New,Central Slovakia,mobile,54,0,1,2,6
C01715,26,Regular,Eastern Slovakia,mobile,42,0,0,0,2
C01716,40,New,Central Slovakia,tablet,66,0,1,3,5
C01717,31,Regular,Central Slovakia,mobile,50,0,1,2,6
C01718,32,New,Western Slovakia,desktop,57,0,0,1,3
C01719,45,Regular,Western Slovakia,mobile,31,1,1,4,6
C01720,22,New,Central Slovakia,mobile,44,0,1,0,3
C01721,51,At-Risk,Czech Republic,mobile,42,0,0,1,4
C01722,21,New,Western Slovakia,mobile,58,0,1,0,1
C01723,30,Regular,Western Slovakia,mobile,36,0,1,2,2
C01724,61,New,Western Slovakia,mobile,29,1,1,0,3
C01725,52,New,Western Slovakia,desktop,5,0,1,2,2
C01726,39,New,Czech Republic,mobile,62,0,1,0,2
C01727,27,New,Central Slovakia,desktop,31,0,1,0,2
C01728,32,New,Western Slovakia,desktop,57,0,0,4,3
C01729,39,Regular,Western Slovakia,mobile,49,0,1,2,2
C01730,38,Regular,Western Slovakia,mobile,1,0,0,0,10
C01731,37,New,Bratislava,mobile,47,1,1,4,1
C01732,38,Regular,Central Slovakia,mobile,35,0,1,1,2
C01733,35,Regular,Eastern Slovakia,mobile,18,0,0,0,3
C01734,21,New,Central Slovakia,mobile,19,0,0,0,2
C01735,32,Regular,Bratislava,mobile,46,0,1,4,6
C01736,49,New,Eastern Slovakia,mobile,7,0,1,0,0
C01737,22,New,Central Slovakia,tablet,44,0,1,3,1
C01738,36,Regular,Bratislava,desktop,61,0,1,1,2
C01739,28,At-Risk,Central Slovakia,mobile,7,0,0,0,1
C01740,39,At-Risk,Central Slovakia,mobile,1,0,1,1,2
C01741,33,At-Risk,Eastern Slovakia,desktop,5,0,1,0,6
C01742,56,Regular,Bratislava,mobile,52,0,1,1,1
C01743,44,New,Bratislava,mobile,61,0,0,0,2
C01744,22,Regular,Western Slovakia,desktop,71,0,1,2,6
C01745,46,New,Bratislava,mobile,3,0,1,3,5
C01746,29,New,Western Slovakia,mobile,35,0,0,3,10
C01747,31,New,Eastern Slovakia,mobile,4,1,1,5,6
C01748,42,Regular,Bratislava,desktop,27,0,1,0,1
C01749,32,Regular,Western Slovakia,tablet,22,0,1,4,12
C01750,49,New,Czech Republic,desktop,44,0,0,1,7
C01751,29,Loyal,Western Slovakia,mobile,65,1,1,3,9
C01752,31,Regular,Western Slovakia,mobile,58,0,1,3,8
C01753,30,Loyal,Central Slovakia,desktop,5,0,0,2,6
C01754,31,New,Bratislava,desktop,18,0,0,1,2
C01755,51,Regular,Bratislava,tablet,20,1,1,1,4
C01756,46,New,Central Slovakia,desktop,18,0,0,0,2
C01757,59,Regular,Western Slovakia,mobile,26,0,1,0,2
C01758,65,New,Bratislava,desktop,44,0,1,0,1
C01759,26,New,Bratislava,desktop,53,1,1,4,1
C01760,39,Regular,Eastern Slovakia,desktop,67,1,0,8,2
C01761,24,New,Bratislava,desktop,50,0,1,0,2
C01762,29,New,Eastern Slovakia,mobile,22,0,0,0,6
C01763,30,At-Risk,Western Slovakia,desktop,14,0,0,0,3
C01764,25,New,Central Slovakia,mobile,27,0,1,2,11
C01765,25,Regular,Bratislava,mobile,57,0,1,2,11
C01766,36,Regular,Bratislava,desktop,71,1,1,0,3
C01767,23,New,Central Slovakia,tablet,28,0,0,2,4
C01768,48,Regular,Central Slovakia,desktop,13,0,1,1,1
C01769,27,New,Bratislava,mobile,1,1,1,4,8
C01770,72,Loyal,Western Slovakia,mobile,6,0,1,2,6
