interaction_id,campaign_id,channel,start_date,end_date,touch_date,budget,impressions,clicks,conversions,revenue,customer_id,customer_age,customer_segment,region,device_type
INT-006001,CMP-052,search,2025-11-13,2025-12-09,2025-11-13,4.48,2,0,0,0.0,C01241,53,Regular,Central Slovakia,mobile
INT-006002,CMP-052,search,2025-11-13,2025-12-09,2025-11-14,4.48,2,0,0,0.0,C00706,26,Regular,Bratislava,mobile
INT-006003,CMP-052,search,2025-11-13,2025-12-09,2025-11-15,8.95,4,1,0,0.0,C00611,26,Regular,Bratislava,desktop
INT-006004,CMP-052,search,2025-11-13,2025-12-09,2025-11-15,4.48,2,0,0,0.0,C01630,51,Regular,Eastern Slovakia,desktop
INT-006005,CMP-052,search,2025-11-13,2025-12-09,2025-11-15,13.43,6,0,0,0.0,C00206,37,Regular,Eastern Slovakia,mobile
INT-006006,CMP-052,search,2025-11-13,2025-12-09,2025-11-15,4.48,2,0,0,0.0,C02095,39,Loyal,Bratislava,mobile
INT-006007,CMP-052,search,2025-11-13,2025-12-09,2025-11-16,8.95,4,0,0,0.0,C00020,37,Loyal,Bratislava,tablet
INT-006008,CMP-052,search,2025-11-13,2025-12-09,2025-11-16,8.95,4,1,0,0.0,C00475,45,New,Western Slovakia,mobile
INT-006009,CMP-052,search,2025-11-13,2025-12-09,2025-11-17,11.19,5,1,0,0.0,C01727,27,New,Central Slovakia,mobile
INT-006010,CMP-052,search,2025-11-13,2025-12-09,2025-11-17,6.71,3,0,0,0.0,C00720,26,New,Western Slovakia,tablet
INT-006011,CMP-052,search,2025-11-13,2025-12-09,2025-11-18,2.24,1,0,0,0.0,C00259,36,Regular,Bratislava,tablet
INT-006012,CMP-052,search,2025-11-13,2025-12-09,2025-11-19,4.48,2,0,0,0.0,C00117,41,New,Eastern Slovakia,desktop
INT-006013,CMP-052,search,2025-11-13,2025-12-09,2025-11-19,4.48,2,1,0,0.0,C01896,31,New,Central Slovakia,mobile
INT-006014,CMP-052,search,2025-11-13,2025-12-09,2025-11-19,6.71,3,1,1,343.63,C01212,32,Loyal,Bratislava,desktop
INT-006015,CMP-052,search,2025-11-13,2025-12-09,2025-11-20,2.24,1,0,0,0.0,C00066,48,New,Western Slovakia,desktop
INT-006016,CMP-052,search,2025-11-13,2025-12-09,2025-11-21,8.95,4,1,0,0.0,C01013,32,New,Bratislava,desktop
INT-006017,CMP-052,search,2025-11-13,2025-12-09,2025-11-21,11.19,5,1,0,0.0,C01094,40,New,Central Slovakia,desktop
INT-006018,CMP-052,search,2025-11-13,2025-12-09,2025-11-21,6.71,3,2,1,230.12,C00663,27,Regular,Eastern Slovakia,mobile
INT-006019,CMP-052,search,2025-11-13,2025-12-09,2025-11-21,11.19,5,1,1,187.66,C00490,46,Regular,Bratislava,mobile
INT-006020,CMP-052,search,2025-11-13,2025-12-09,2025-11-22,8.95,4,1,1,187.05,C00975,26,New,Czech Republic,mobile
INT-006021,CMP-052,search,2025-11-13,2025-12-09,2025-11-24,11.19,5,0,0,0.0,C00510,44,Regular,Central Slovakia,mobile
INT-006022,CMP-052,search,2025-11-13,2025-12-09,2025-11-24,6.71,3,1,0,0.0,C00634,18,Regular,Bratislava,mobile
INT-006023,CMP-052,search,2025-11-13,2025-12-09,2025-11-25,4.48,2,0,0,0.0,C00915,50,Regular,Eastern Slovakia,mobile
INT-006024,CMP-052,search,2025-11-13,2025-12-09,2025-11-26,6.71,3,0,0,0.0,C02005,21,Loyal,Central Slovakia,mobile
INT-006025,CMP-052,search,2025-11-13,2025-12-09,2025-11-26,6.71,3,0,0,0.0,C01493,31,Loyal,Bratislava,mobile
INT-006026,CMP-052,search,2025-11-13,2025-12-09,2025-11-26,6.71,3,0,0,0.0,C01025,18,Loyal,Central Slovakia,mobile
INT-006027,CMP-052,search,2025-11-13,2025-12-09,2025-11-26,11.19,5,0,0,0.0,C01586,19,Regular,Eastern Slovakia,mobile
INT-006028,CMP-052,search,2025-11-13,2025-12-09,2025-11-26,8.95,4,2,2,752.11,C01925,37,Loyal,Bratislava,tablet
INT-006029,CMP-052,search,2025-11-13,2025-12-09,2025-11-27,8.95,4,0,0,0.0,C01517,29,Regular,Eastern Slovakia,mobile
INT-006030,CMP-052,search,2025-11-13,2025-12-09,2025-11-30,2.24,1,1,0,0.0,C01169,33,New,Central Slovakia,mobile
INT-006031,CMP-052,search,2025-11-13,2025-12-09,2025-11-30,2.24,1,0,0,0.0,C00394,44,Loyal,Western Slovakia,mobile
INT-006032,CMP-052,search,2025-11-13,2025-12-09,2025-11-30,6.71,3,0,0,0.0,C01629,43,New,Bratislava,desktop
INT-006033,CMP-052,search,2025-11-13,2025-12-09,2025-11-30,6.71,3,0,0,0.0,C00181,54,Loyal,Bratislava,mobile
INT-006034,CMP-052,search,2025-11-13,2025-12-09,2025-12-03,6.71,3,1,0,0.0,C01534,24,New,Western Slovakia,tablet
INT-006035,CMP-052,search,2025-11-13,2025-12-09,2025-12-04,8.95,4,1,0,0.0,C02058,18,Regular,Bratislava,mobile
INT-006036,CMP-052,search,2025-11-13,2025-12-09,2025-12-04,6.71,3,0,0,0.0,C00064,45,New,Bratislava,desktop
INT-006037,CMP-052,search,2025-11-13,2025-12-09,2025-12-04,6.71,3,0,0,0.0,C01594,29,Regular,Czech Republic,mobile
INT-006038,CMP-052,search,2025-11-13,2025-12-09,2025-12-05,4.48,2,1,1,377.88,C02004,41,Regular,Bratislava,desktop
INT-006039,CMP-052,search,2025-11-13,2025-12-09,2025-12-06,11.19,5,0,0,0.0,C01328,19,New,Central Slovakia,tablet
INT-006040,CMP-052,search,2025-11-13,2025-12-09,2025-12-06,8.95,4,0,0,0.0,C00101,33,New,Bratislava,tablet
INT-006041,CMP-052,search,2025-11-13,2025-12-09,2025-12-07,8.95,4,1,1,125.61,C01151,40,New,Central Slovakia,mobile
INT-006042,CMP-052,search,2025-11-13,2025-12-09,2025-12-07,2.24,1,0,0,0.0,C01052,36,Regular,Western Slovakia,mobile
INT-006043,CMP-052,search,2025-11-13,2025-12-09,2025-12-08,4.48,2,2,1,155.77,C00723,18,New,Eastern Slovakia,mobile
INT-006044,CMP-052,search,2025-11-13,2025-12-09,2025-12-08,2.24,1,1,0,0.0,C01755,51,Regular,Bratislava,tablet
INT-006045,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,9.17,4,0,0,0.0,C00990,32,Regular,Bratislava,mobile
INT-006046,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,2.29,1,1,0,0.0,C00333,30,New,Czech Republic,mobile
INT-006047,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,6.88,3,0,0,0.0,C00853,49,At-Risk,Eastern Slovakia,mobile
INT-006048,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,11.47,5,1,1,300.11,C01194,47,Regular,Western Slovakia,desktop
INT-006049,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,6.88,3,0,0,0.0,C02067,50,At-Risk,Eastern Slovakia,mobile
INT-006050,CMP-095,search,2025-11-25,2025-12-07,2025-11-25,6.88,3,0,0,0.0,C01857,36,Loyal,Central Slovakia,mobile
INT-006051,CMP-095,search,2025-11-25,2025-12-07,2025-11-26,6.88,3,1,0,0.0,C02194,38,At-Risk,Western Slovakia,desktop
INT-006052,CMP-095,search,2025-11-25,2025-12-07,2025-11-26,6.88,3,1,0,0.0,C00779,39,Regular,Bratislava,mobile
INT-006053,CMP-095,search,2025-11-25,2025-12-07,2025-11-27,4.59,2,0,0,0.0,C02097,48,Loyal,Bratislava,desktop
INT-006054,CMP-095,search,2025-11-25,2025-12-07,2025-11-28,6.88,3,0,0,0.0,C00006,22,Regular,Western Slovakia,mobile
INT-006055,CMP-095,search,2025-11-25,2025-12-07,2025-11-29,13.76,6,0,0,0.0,C01915,52,Regular,Eastern Slovakia,mobile
INT-006056,CMP-095,search,2025-11-25,2025-12-07,2025-11-29,4.59,2,0,0,0.0,C00281,44,Regular,Western Slovakia,mobile
INT-006057,CMP-095,search,2025-11-25,2025-12-07,2025-11-29,4.59,2,0,0,0.0,C00203,39,Regular,Bratislava,desktop
INT-006058,CMP-095,search,2025-11-25,2025-12-07,2025-11-29,4.59,2,1,0,0.0,C01776,42,At-Risk,Bratislava,mobile
INT-006059,CMP-095,search,2025-11-25,2025-12-07,2025-11-30,6.88,3,0,0,0.0,C00348,45,Regular,Western Slovakia,mobile
INT-006060,CMP-095,search,2025-11-25,2025-12-07,2025-11-30,11.47,5,2,1,227.11,C01954,30,Regular,Central Slovakia,mobile
INT-006061,CMP-095,search,2025-11-25,2025-12-07,2025-11-30,9.17,4,0,0,0.0,C01359,33,New,Bratislava,desktop
INT-006062,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,6.88,3,0,0,0.0,C00399,44,Regular,Bratislava,mobile
INT-006063,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,13.76,6,1,0,0.0,C01148,33,New,Western Slovakia,desktop
INT-006064,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,11.47,5,1,1,168.47,C00495,34,Regular,Central Slovakia,desktop
INT-006065,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,4.59,2,0,0,0.0,C01921,25,At-Risk,Eastern Slovakia,desktop
INT-006066,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,4.59,2,1,0,0.0,C01436,37,New,Bratislava,mobile
INT-006067,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,4.59,2,1,0,0.0,C01795,18,Regular,Bratislava,desktop
INT-006068,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,4.59,2,0,0,0.0,C01421,35,Regular,Central Slovakia,mobile
INT-006069,CMP-095,search,2025-11-25,2025-12-07,2025-12-01,9.17,4,0,0,0.0,C00949,43,New,Central Slovakia,mobile
INT-006070,CMP-095,search,2025-11-25,2025-12-07,2025-12-02,2.29,1,0,0,0.0,C00912,43,At-Risk,Bratislava,desktop
INT-006071,CMP-095,search,2025-11-25,2025-12-07,2025-12-02,9.17,4,0,0,0.0,C01923,18,At-Risk,Czech Republic,mobile
INT-006072,CMP-095,search,2025-11-25,2025-12-07,2025-12-03,2.29,1,0,0,0.0,C00303,48,Regular,Western Slovakia,mobile
INT-006073,CMP-095,search,2025-11-25,2025-12-07,2025-12-03,9.17,4,0,0,0.0,C00555,37,New,Bratislava,desktop
INT-006074,CMP-095,search,2025-11-25,2025-12-07,2025-12-04,2.29,1,0,0,0.0,C01323,38,Regular,Bratislava,mobile
INT-006075,CMP-095,search,2025-11-25,2025-12-07,2025-12-04,9.17,4,0,0,0.0,C00524,36,New,Eastern Slovakia,desktop
INT-006076,CMP-095,search,2025-11-25,2025-12-07,2025-12-05,9.17,4,0,0,0.0,C01880,18,At-Risk,Bratislava,mobile
INT-006077,CMP-095,search,2025-11-25,2025-12-07,2025-12-05,9.17,4,1,0,0.0,C01291,40,At-Risk,Central Slovakia,mobile
INT-006078,CMP-095,search,2025-11-25,2025-12-07,2025-12-05,6.88,3,1,0,0.0,C00758,48,New,Czech Republic,mobile
INT-006079,CMP-095,search,2025-11-25,2025-12-07,2025-12-05,2.29,1,1,0,0.0,C00115,39,Regular,Bratislava,mobile
INT-006080,CMP-095,search,2025-11-25,2025-12-07,2025-12-06,4.59,2,0,0,0.0,C00061,18,At-Risk,Central Slovakia,mobile
INT-006081,CMP-080,social,2025-11-27,2025-12-31,2025-11-27,4.97,6,0,0,0.0,C01103,45,New,Western Slovakia,mobile
INT-006082,CMP-080,social,2025-11-27,2025-12-31,2025-11-27,7.46,9,0,0,0.0,C01916,18,New,Western Slovakia,mobile
INT-006083,CMP-080,social,2025-11-27,2025-12-31,2025-11-27,6.63,8,1,1,144.71,C01383,34,Regular,Western Slovakia,mobile
INT-006084,CMP-080,social,2025-11-27,2025-12-31,2025-11-28,4.15,5,0,0,0.0,C01548,28,Loyal,Eastern Slovakia,mobile
INT-006085,CMP-080,social,2025-11-27,2025-12-31,2025-11-28,5.8,7,0,0,0.0,C01731,37,New,Bratislava,mobile
INT-006086,CMP-080,social,2025-11-27,2025-12-31,2025-11-29,4.15,5,0,0,0.0,C01446,41,Regular,Eastern Slovakia,desktop
INT-006087,CMP-080,social,2025-11-27,2025-12-31,2025-11-29,6.63,8,1,0,0.0,C00304,34,At-Risk,Western Slovakia,desktop
INT-006088,CMP-080,social,2025-11-27,2025-12-31,2025-11-29,3.32,4,0,0,0.0,C01384,36,Regular,Central Slovakia,mobile
INT-006089,CMP-080,social,2025-11-27,2025-12-31,2025-11-29,4.97,6,0,0,0.0,C01076,41,Loyal,Czech Republic,mobile
INT-006090,CMP-080,social,2025-11-27,2025-12-31,2025-11-30,6.63,8,0,0,0.0,C01133,30,At-Risk,Western Slovakia,mobile
INT-006091,CMP-080,social,2025-11-27,2025-12-31,2025-11-30,4.15,5,0,0,0.0,C00500,20,New,Central Slovakia,desktop
INT-006092,CMP-080,social,2025-11-27,2025-12-31,2025-12-04,5.8,7,1,1,193.79,C00432,44,Loyal,Central Slovakia,desktop
INT-006093,CMP-080,social,2025-11-27,2025-12-31,2025-12-04,4.97,6,0,0,0.0,C00552,45,Regular,Central Slovakia,mobile
INT-006094,CMP-080,social,2025-11-27,2025-12-31,2025-12-04,4.15,5,1,0,0.0,C01694,32,Regular,Central Slovakia,mobile
INT-006095,CMP-080,social,2025-11-27,2025-12-31,2025-12-04,1.66,2,0,0,0.0,C00294,18,New,Bratislava,desktop
INT-006096,CMP-080,social,2025-11-27,2025-12-31,2025-12-05,4.97,6,0,0,0.0,C00577,54,Regular,Western Slovakia,mobile
INT-006097,CMP-080,social,2025-11-27,2025-12-31,2025-12-06,3.32,4,0,0,0.0,C00718,46,New,Eastern Slovakia,mobile
INT-006098,CMP-080,social,2025-11-27,2025-12-31,2025-12-06,4.15,5,0,0,0.0,C01160,21,New,Central Slovakia,mobile
INT-006099,CMP-080,social,2025-11-27,2025-12-31,2025-12-06,3.32,4,1,1,349.53,C01206,30,Loyal,Bratislava,desktop
INT-006100,CMP-080,social,2025-11-27,2025-12-31,2025-12-07,4.97,6,0,0,0.0,C00283,49,Loyal,Western Slovakia,mobile
INT-006101,CMP-080,social,2025-11-27,2025-12-31,2025-12-08,4.15,5,1,0,0.0,C02000,65,Loyal,Eastern Slovakia,desktop
INT-006102,CMP-080,social,2025-11-27,2025-12-31,2025-12-08,4.15,5,1,0,0.0,C01315,45,At-Risk,Western Slovakia,desktop
INT-006103,CMP-080,social,2025-11-27,2025-12-31,2025-12-09,5.8,7,1,0,0.0,C01032,40,New,Bratislava,desktop
INT-006104,CMP-080,social,2025-11-27,2025-12-31,2025-12-09,4.97,6,1,0,0.0,C01442,42,Regular,Central Slovakia,mobile
INT-006105,CMP-080,social,2025-11-27,2025-12-31,2025-12-09,9.95,12,0,0,0.0,C01269,46,Regular,Bratislava,tablet
INT-006106,CMP-080,social,2025-11-27,2025-12-31,2025-12-10,5.8,7,1,0,0.0,C01523,35,Loyal,Central Slovakia,desktop
INT-006107,CMP-080,social,2025-11-27,2025-12-31,2025-12-10,3.32,4,0,0,0.0,C00352,48,Regular,Bratislava,mobile
INT-006108,CMP-080,social,2025-11-27,2025-12-31,2025-12-10,3.32,4,1,0,0.0,C01620,29,Regular,Bratislava,mobile
INT-006109,CMP-080,social,2025-11-27,2025-12-31,2025-12-10,3.32,4,0,0,0.0,C00973,41,Loyal,Eastern Slovakia,mobile
INT-006110,CMP-080,social,2025-11-27,2025-12-31,2025-12-11,4.97,6,1,0,0.0,C01149,50,Loyal,Central Slovakia,mobile
INT-006111,CMP-080,social,2025-11-27,2025-12-31,2025-12-11,3.32,4,0,0,0.0,C01171,24,Loyal,Western Slovakia,desktop
INT-006112,CMP-080,social,2025-11-27,2025-12-31,2025-12-14,4.15,5,1,0,0.0,C01077,54,Regular,Western Slovakia,mobile
INT-006113,CMP-080,social,2025-11-27,2025-12-31,2025-12-15,1.66,2,0,0,0.0,C01909,32,Regular,Western Slovakia,mobile
INT-006114,CMP-080,social,2025-11-27,2025-12-31,2025-12-16,1.66,2,0,0,0.0,C00266,50,Loyal,Bratislava,mobile
INT-006115,CMP-080,social,2025-11-27,2025-12-31,2025-12-17,7.46,9,1,0,0.0,C01306,18,Loyal,Central Slovakia,mobile
INT-006116,CMP-080,social,2025-11-27,2025-12-31,2025-12-18,4.97,6,0,0,0.0,C00757,27,Regular,Bratislava,tablet
INT-006117,CMP-080,social,2025-11-27,2025-12-31,2025-12-18,8.29,10,1,0,0.0,C01951,39,New,Bratislava,mobile
INT-006118,CMP-080,social,2025-11-27,2025-12-31,2025-12-18,4.15,5,0,0,0.0,C00921,34,At-Risk,Bratislava,desktop
INT-006119,CMP-080,social,2025-11-27,2025-12-31,2025-12-18,5.8,7,0,0,0.0,C00400,30,Loyal,Eastern Slovakia,mobile
INT-006120,CMP-080,social,2025-11-27,2025-12-31,2025-12-19,4.97,6,1,0,0.0,C02199,35,Regular,Czech Republic,desktop
INT-006121,CMP-080,social,2025-11-27,2025-12-31,2025-12-20,4.15,5,0,0,0.0,C01223,43,Regular,Western Slovakia,mobile
INT-006122,CMP-080,social,2025-11-27,2025-12-31,2025-12-20,8.29,10,2,0,0.0,C00766,18,Loyal,Western Slovakia,desktop
INT-006123,CMP-080,social,2025-11-27,2025-12-31,2025-12-21,6.63,8,1,0,0.0,C01762,29,New,Eastern Slovakia,mobile
INT-006124,CMP-080,social,2025-11-27,2025-12-31,2025-12-22,4.15,5,0,0,0.0,C01181,22,Regular,Western Slovakia,tablet
INT-006125,CMP-080,social,2025-11-27,2025-12-31,2025-12-22,2.49,3,1,0,0.0,C00666,18,New,Czech Republic,mobile
INT-006126,CMP-080,social,2025-11-27,2025-12-31,2025-12-23,2.49,3,1,0,0.0,C02153,28,New,Bratislava,mobile
INT-006127,CMP-080,social,2025-11-27,2025-12-31,2025-12-24,7.46,9,0,0,0.0,C00431,26,Loyal,Bratislava,desktop
INT-006128,CMP-080,social,2025-11-27,2025-12-31,2025-12-24,4.97,6,0,0,0.0,C00016,28,New,Bratislava,desktop
INT-006129,CMP-080,social,2025-11-27,2025-12-31,2025-12-25,6.63,8,1,1,210.58,C00252,42,Loyal,Western Slovakia,mobile
INT-006130,CMP-080,social,2025-11-27,2025-12-31,2025-12-26,4.97,6,0,0,0.0,C01050,43,New,Bratislava,desktop
INT-006131,CMP-080,social,2025-11-27,2025-12-31,2025-12-26,0.83,1,0,0,0.0,C00629,26,Regular,Western Slovakia,desktop
INT-006132,CMP-080,social,2025-11-27,2025-12-31,2025-12-26,4.97,6,1,0,0.0,C00160,24,At-Risk,Czech Republic,desktop
INT-006133,CMP-080,social,2025-11-27,2025-12-31,2025-12-26,6.63,8,0,0,0.0,C00835,29,Loyal,Bratislava,desktop
INT-006134,CMP-080,social,2025-11-27,2025-12-31,2025-12-27,4.15,5,1,0,0.0,C00952,43,At-Risk,Bratislava,mobile
INT-006135,CMP-080,social,2025-11-27,2025-12-31,2025-12-27,6.63,8,0,0,0.0,C01506,44,Regular,Central Slovakia,tablet
INT-006136,CMP-080,social,2025-11-27,2025-12-31,2025-12-28,4.15,5,0,0,0.0,C01946,18,Regular,Eastern Slovakia,desktop
INT-006137,CMP-080,social,2025-11-27,2025-12-31,2025-12-28,4.15,5,0,0,0.0,C01416,28,Regular,Western Slovakia,mobile
INT-006138,CMP-080,social,2025-11-27,2025-12-31,2025-12-29,4.15,5,1,0,0.0,C00433,36,New,Central Slovakia,desktop
INT-006139,CMP-080,social,2025-11-27,2025-12-31,2025-12-30,4.97,6,1,0,0.0,C01228,31,At-Risk,Central Slovakia,desktop
INT-006140,CMP-080,social,2025-11-27,2025-12-31,2025-12-30,1.66,2,0,0,0.0,C00031,64,Regular,Western Slovakia,desktop
INT-006141,CMP-080,social,2025-11-27,2025-12-31,2025-12-30,4.15,5,1,0,0.0,C00220,30,Regular,Bratislava,desktop
INT-006142,CMP-080,social,2025-11-27,2025-12-31,2025-12-30,4.15,5,0,0,0.0,C01726,39,New,Czech Republic,mobile
INT-006143,CMP-080,social,2025-11-27,2025-12-31,2025-12-30,3.32,4,0,0,0.0,C00001,42,Regular,Eastern Slovakia,mobile
INT-006144,CMP-080,social,2025-11-27,2025-12-31,2025-12-31,8.29,10,3,1,168.34,C01244,32,Regular,Eastern Slovakia,mobile
INT-006145,CMP-080,social,2025-11-27,2025-12-31,2025-12-31,3.32,4,0,0,0.0,C00847,75,New,Czech Republic,mobile
INT-006146,CMP-080,social,2025-11-27,2025-12-31,2025-12-31,3.32,4,0,0,0.0,C01042,50,Loyal,Central Slovakia,mobile
INT-006147,CMP-080,social,2025-11-27,2025-12-31,2025-12-31,6.63,8,0,0,0.0,C01462,29,Loyal,Bratislava,mobile
INT-006148,CMP-022,email,2025-12-09,2025-12-16,2025-12-09,2.12,3,0,0,0.0,C02036,47,New,Eastern Slovakia,mobile
INT-006149,CMP-022,email,2025-12-09,2025-12-16,2025-12-09,2.82,4,1,1,160.65,C00322,36,Regular,Western Slovakia,desktop
INT-006150,CMP-022,email,2025-12-09,2025-12-16,2025-12-09,1.41,2,0,0,0.0,C01816,32,Loyal,Eastern Slovakia,desktop
INT-006151,CMP-022,email,2025-12-09,2025-12-16,2025-12-09,0.71,1,0,0,0.0,C01269,46,Regular,Bratislava,tablet
INT-006152,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,1.41,2,0,0,0.0,C02106,32,Loyal,Western Slovakia,mobile
INT-006153,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.82,4,0,0,0.0,C01760,39,Regular,Eastern Slovakia,tablet
INT-006154,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,4.24,6,0,0,0.0,C02105,35,At-Risk,Bratislava,mobile
INT-006155,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.82,4,0,0,0.0,C01153,41,Regular,Eastern Slovakia,mobile
INT-006156,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.12,3,0,0,0.0,C00111,43,Loyal,Czech Republic,desktop
INT-006157,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.82,4,1,0,0.0,C01861,46,Regular,Bratislava,mobile
INT-006158,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.12,3,0,0,0.0,C01612,35,New,Western Slovakia,mobile
INT-006159,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.82,4,0,0,0.0,C01012,55,Loyal,Bratislava,tablet
INT-006160,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.12,3,0,0,0.0,C02127,64,Loyal,Western Slovakia,mobile
INT-006161,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,1.41,2,0,0,0.0,C00168,43,Regular,Central Slovakia,mobile
INT-006162,CMP-022,email,2025-12-09,2025-12-16,2025-12-10,2.12,3,0,0,0.0,C00931,38,At-Risk,Bratislava,desktop
INT-006163,CMP-022,email,2025-12-09,2025-12-16,2025-12-11,4.94,7,0,0,0.0,C00889,18,Loyal,Eastern Slovakia,mobile
INT-006164,CMP-022,email,2025-12-09,2025-12-16,2025-12-11,2.12,3,0,0,0.0,C01444,55,Regular,Eastern Slovakia,tablet
INT-006165,CMP-022,email,2025-12-09,2025-12-16,2025-12-11,1.41,2,0,0,0.0,C01741,33,At-Risk,Eastern Slovakia,desktop
INT-006166,CMP-022,email,2025-12-09,2025-12-16,2025-12-11,0.71,1,0,0,0.0,C00998,39,Loyal,Western Slovakia,mobile
INT-006167,CMP-022,email,2025-12-09,2025-12-16,2025-12-12,2.82,4,0,0,0.0,C01448,56,New,Eastern Slovakia,mobile
INT-006168,CMP-022,email,2025-12-09,2025-12-16,2025-12-12,2.12,3,0,0,0.0,C00185,43,Loyal,Central Slovakia,mobile
INT-006169,CMP-022,email,2025-12-09,2025-12-16,2025-12-12,1.41,2,0,0,0.0,C01965,29,Regular,Central Slovakia,mobile
INT-006170,CMP-022,email,2025-12-09,2025-12-16,2025-12-12,0.71,1,0,0,0.0,C00726,56,Loyal,Bratislava,desktop
INT-006171,CMP-022,email,2025-12-09,2025-12-16,2025-12-12,6.35,9,0,0,0.0,C01034,44,New,Western Slovakia,desktop
INT-006172,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,2.82,4,0,0,0.0,C00920,18,Regular,Western Slovakia,desktop
INT-006173,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,1.41,2,0,0,0.0,C02159,46,Loyal,Bratislava,mobile
INT-006174,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,2.82,4,0,0,0.0,C00204,46,Loyal,Bratislava,mobile
INT-006175,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,1.41,2,0,0,0.0,C01777,22,Regular,Western Slovakia,desktop
INT-006176,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,1.41,2,0,0,0.0,C00645,34,At-Risk,Czech Republic,desktop
INT-006177,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,1.41,2,0,0,0.0,C02028,18,Loyal,Western Slovakia,desktop
INT-006178,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,3.53,5,1,0,0.0,C00868,33,Regular,Czech Republic,desktop
INT-006179,CMP-022,email,2025-12-09,2025-12-16,2025-12-13,1.41,2,0,0,0.0,C01504,42,Loyal,Bratislava,mobile
INT-006180,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.82,4,0,0,0.0,C00672,41,New,Western Slovakia,mobile
INT-006181,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,0.71,1,0,0,0.0,C00170,38,At-Risk,Western Slovakia,tablet
INT-006182,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.82,4,1,1,368.45,C01713,46,Loyal,Western Slovakia,mobile
INT-006183,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,1.41,2,0,0,0.0,C01717,31,Regular,Central Slovakia,mobile
INT-006184,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,1.41,2,0,0,0.0,C00833,24,Regular,Czech Republic,desktop
INT-006185,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,1.41,2,0,0,0.0,C00743,26,Regular,Bratislava,mobile
INT-006186,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.82,4,0,0,0.0,C01048,45,Regular,Western Slovakia,mobile
INT-006187,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.12,3,1,1,174.92,C00567,36,New,Western Slovakia,desktop
INT-006188,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,0.71,1,1,0,0.0,C01508,37,New,Bratislava,mobile
INT-006189,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,4.24,6,0,0,0.0,C00576,21,Loyal,Central Slovakia,mobile
INT-006190,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.12,3,0,0,0.0,C01112,35,Regular,Western Slovakia,tablet
INT-006191,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.82,4,0,0,0.0,C00602,31,Regular,Western Slovakia,mobile
INT-006192,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.12,3,0,0,0.0,C00665,37,Regular,Bratislava,tablet
INT-006193,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,0.71,1,1,0,0.0,C00654,25,At-Risk,Central Slovakia,mobile
INT-006194,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,2.12,3,0,0,0.0,C01473,38,Loyal,Eastern Slovakia,desktop
INT-006195,CMP-022,email,2025-12-09,2025-12-16,2025-12-14,3.53,5,1,1,195.71,C00306,25,Loyal,Central Slovakia,mobile
INT-006196,CMP-022,email,2025-12-09,2025-12-16,2025-12-15,2.12,3,1,0,0.0,C02039,26,At-Risk,Bratislava,mobile
INT-006197,CMP-022,email,2025-12-09,2025-12-16,2025-12-15,2.82,4,0,0,0.0,C00754,63,Loyal,Western Slovakia,mobile
