customer_id,last_purchase,frequency,monetary,recency_days,segment_name
C01882,2025-01-21,1.0,192.5,344.0,One-off Lapsed
C01883,2024-12-30,2.0,744.4,366.0,Occasional Repeat
C01884,,,,,Prospect (no purchase)
C01885,,,,,Prospect (no purchase)
C01886,,,,,Prospect (no purchase)
C01887,2025-01-16,1.0,207.62,349.0,One-off Lapsed
C01888,,,,,Prospect (no purchase)
C01889,2025-01-31,1.0,499.44,334.0,One-off Lapsed
C01890,2024-10-31,2.0,371.35,426.0,Occasional Repeat
C01891,,,,,Prospect (no purchase)
C01892,2024-11-18,1.0,110.19,408.0,One-off Lapsed
C01893,,,,,Prospect (no purchase)
C01894,,,,,Prospect (no purchase)
C01895,,,,,Prospect (no purchase)
C01896,,,,,Prospect (no purchase)
C01897,,,,,Prospect (no purchase)
C01898,2024-06-26,1.0,284.36,553.0,One-off Lapsed
C01899,,,,,Prospect (no purchase)
C01900,2025-02-21,1.0,163.94,313.0,One-off Lapsed
C01901,2025-12-25,1.0,121.26,6.0,Recent Buyers
C01902,2025-01-06,2.0,407.12,359.0,Occasional Repeat
C01903,,,,,Prospect (no purchase)
C01904,2025-09-28,1.0,263.12,94.0,One-off Lapsed
C01905,,,,,Prospect (no purchase)
C01906,,,,,Prospect (no purchase)
C01907,,,,,Prospect (no purchase)
C01908,,,,,Prospect (no purchase)
C01909,2024-05-27,1.0,285.56,583.0,One-off Lapsed
C01910,,,,,Prospect (no purchase)
C01911,2025-01-28,3.0,604.86,337.0,Champions
C01912,2024-03-31,1.0,243.8,640.0,One-off Lapsed
C01913,,,,,Prospect (no purchase)
C01914,,,,,Prospect (no purchase)
C01915,2024-03-10,3.0,634.72,661.0,Champions
C01916,,,,,Prospect (no purchase)
C01917,,,,,Prospect (no purchase)
C01918,,,,,Prospect (no purchase)
C01919,,,,,Prospect (no purchase)
C01920,2025-02-23,2.0,347.32,311.0,Occasional Repeat
C01921,,,,,Prospect (no purchase)
C01922,2024-10-10,1.0,201.43,447.0,One-off Lapsed
C01923,,,,,Prospect (no purchase)
C01924,,,,,Prospect (no purchase)
C01925,2025-11-26,2.0,752.11,35.0,Occasional Repeat
C01926,,,,,Prospect (no purchase)
C01927,2024-09-19,1.0,145.16,468.0,One-off Lapsed
C01928,2024-07-07,1.0,148.03,542.0,One-off Lapsed
C01929,,,,,Prospect (no purchase)
C01930,,,,,Prospect (no purchase)
C01931,,,,,Prospect (no purchase)
C01932,,,,,Prospect (no purchase)
C01933,,,,,Prospect (no purchase)
C01934,,,,,Prospect (no purchase)
C01935,,,,,Prospect (no purchase)
C01936,,,,,Prospect (no purchase)
C01937,,,,,Prospect (no purchase)
C01938,,,,,Prospect (no purchase)
C01939,,,,,Prospect (no purchase)
C01940,,,,,Prospect (no purchase)
C01941,,,,,Prospect (no purchase)
C01942,,,,,Prospect (no purchase)
C01943,,,,,Prospect (no purchase)
C01944,,,,,Prospect (no purchase)
C01945,,,,,Prospect (no purchase)
C01946,,,,,Prospect (no purchase)
C01947,2024-12-13,1.0,204.55,383.0,One-off Lapsed
C01948,,,,,Prospect (no purchase)
C01949,,,,,Prospect (no purchase)
C01950,,,,,Prospect (no purchase)
C01951,,,,,Prospect (no purchase)
C01952,,,,,Prospect (no purchase)
C01953,,,,,Prospect (no purchase)
C01954,2025-11-30,1.0,227.11,31.0,One-off Lapsed
C01955,,,,,Prospect (no purchase)
C01956,2025-05-12,4.0,981.4300000000001,233.0,Champions
C01957,,,,,Prospect (no purchase)
C01958,2025-02-01,1.0,239.79,333.0,One-off Lapsed
C01959,,,,,Prospect (no purchase)
C01960,,,,,Prospect (no purchase)
C01961,2024-02-18,1.0,344.69,682.0,One-off Lapsed
C01962,,,,,Prospect (no purchase)
C01963,,,,,Prospect (no purchase)
C01964,,,,,Prospect (no purchase)
C01965,,,,,Prospect (no purchase)
C01966,,,,,Prospect (no purchase)
C01967,,,,,Prospect (no purchase)
C01968,2025-01-16,2.0,382.97,349.0,Occasional Repeat
C01969,,,,,Prospect (no purchase)
C01970,2024-05-21,1.0,252.76,589.0,One-off Lapsed
C01971,,,,,Prospect (no purchase)
C01972,,,,,Prospect (no purchase)
C01973,,,,,Prospect (no purchase)
C01974,,,,,Prospect (no purchase)
C01975,,,,,Prospect (no purchase)
C01976,2024-07-05,1.0,454.86,544.0,One-off Lapsed
C01977,2025-02-03,1.0,208.67,331.0,One-off Lapsed
C01978,,,,,Prospect (no purchase)
C01979,,,,,Prospect (no purchase)
C01980,,,,,Prospect (no purchase)
C01981,,,,,Prospect (no purchase)
C01982,,,,,Prospect (no purchase)
C01983,,,,,Prospect (no purchase)
C01984,,,,,Prospect (no purchase)
C01985,,,,,Prospect (no purchase)
C01986,,,,,Prospect (no purchase)
C01987,,,,,Prospect (no purchase)
C01988,,,,,Prospect (no purchase)
C01989,,,,,Prospect (no purchase)
C01990,2024-09-27,1.0,174.44,460.0,One-off Lapsed
C01991,,,,,Prospect (no purchase)
C01992,2024-04-13,1.0,353.87,627.0,One-off Lapsed
C01993,,,,,Prospect (no purchase)
C01994,,,,,Prospect (no purchase)
C01995,,,,,Prospect (no purchase)
C01996,,,,,Prospect (no purchase)
C01997,2025-08-03,1.0,251.06,150.0,One-off Lapsed
C01998,,,,,Prospect (no purchase)
C01999,2025-12-28,1.0,115.16,3.0,Recent Buyers
C02000,,,,,Prospect (no purchase)
C02001,,,,,Prospect (no purchase)
C02002,,,,,Prospect (no purchase)
C02003,,,,,Prospect (no purchase)
C02004,2025-12-05,3.0,880.27,26.0,Champions
C02005,,,,,Prospect (no purchase)
C02006,,,,,Prospect (no purchase)
C02007,2025-01-24,1.0,106.09,341.0,One-off Lapsed
C02008,,,,,Prospect (no purchase)
C02009,,,,,Prospect (no purchase)
C02010,,,,,Prospect (no purchase)
C02011,2025-11-20,1.0,154.09,41.0,One-off Lapsed
C02012,,,,,Prospect (no purchase)
C02013,,,,,Prospect (no purchase)
C02014,2024-09-29,1.0,271.22,458.0,One-off Lapsed
C02015,,,,,Prospect (no purchase)
C02016,,,,,Prospect (no purchase)
C02017,,,,,Prospect (no purchase)
C02018,,,,,Prospect (no purchase)
C02019,2024-12-19,2.0,627.0699999999999,377.0,Occasional Repeat
C02020,,,,,Prospect (no purchase)
C02021,2025-03-03,1.0,176.31,303.0,One-off Lapsed
C02022,,,,,Prospect (no purchase)
C02023,2025-03-04,2.0,459.68,302.0,Occasional Repeat
C02024,2025-01-13,1.0,205.04,352.0,One-off Lapsed
C02025,,,,,Prospect (no purchase)
C02026,,,,,Prospect (no purchase)
C02027,2024-12-04,1.0,111.28,392.0,One-off Lapsed
C02028,2024-12-01,2.0,565.12,395.0,Occasional Repeat
C02029,2024-07-13,1.0,224.95,536.0,One-off Lapsed
C02030,2025-05-17,4.0,1270.08,228.0,Champions
C02031,,,,,Prospect (no purchase)
C02032,,,,,Prospect (no purchase)
C02033,,,,,Prospect (no purchase)
C02034,2024-05-09,1.0,198.5,601.0,One-off Lapsed
C02035,,,,,Prospect (no purchase)
C02036,2024-05-22,1.0,159.94,588.0,One-off Lapsed
C02037,,,,,Prospect (no purchase)
C02038,,,,,Prospect (no purchase)
C02039,,,,,Prospect (no purchase)
C02040,,,,,Prospect (no purchase)
C02041,2025-04-20,1.0,118.16,255.0,One-off Lapsed
C02042,,,,,Prospect (no purchase)
C02043,,,,,Prospect (no purchase)
C02044,,,,,Prospect (no purchase)
C02045,2024-11-21,2.0,565.84,405.0,Occasional Repeat
C02046,,,,,Prospect (no purchase)
C02047,,,,,Prospect (no purchase)
C02048,,,,,Prospect (no purchase)
C02049,,,,,Prospect (no purchase)
C02050,2025-04-12,1.0,140.49,263.0,One-off Lapsed
C02051,,,,,Prospect (no purchase)
C02052,,,,,Prospect (no purchase)
C02053,,,,,Prospect (no purchase)
C02054,,,,,Prospect (no purchase)
C02055,,,,,Prospect (no purchase)
C02056,,,,,Prospect (no purchase)
C02057,,,,,Prospect (no purchase)
C02058,2025-04-13,1.0,170.55,262.0,One-off Lapsed
C02059,,,,,Prospect (no purchase)
C02060,,,,,Prospect (no purchase)
C02061,,,,,Prospect (no purchase)
C02062,2025-12-26,1.0,225.27,5.0,Recent Buyers
C02063,,,,,Prospect (no purchase)
C02064,2025-04-28,5.0,1759.08,247.0,Champions
C02065,,,,,Prospect (no purchase)
C02066,,,,,Prospect (no purchase)
C02067,,,,,Prospect (no purchase)
C02068,2025-12-31,1.0,275.5,0.0,Recent Buyers
C02069,2025-10-21,1.0,249.38,71.0,One-off Lapsed
C02070,,,,,Prospect (no purchase)
C02071,,,,,Prospect (no purchase)
C02072,,,,,Prospect (no purchase)
C02073,2024-04-22,1.0,241.33,618.0,One-off Lapsed
C02074,,,,,Prospect (no purchase)
C02075,,,,,Prospect (no purchase)
C02076,,,,,Prospect (no purchase)
C02077,2025-01-11,1.0,181.74,354.0,One-off Lapsed
C02078,,,,,Prospect (no purchase)
C02079,,,,,Prospect (no purchase)
C02080,,,,,Prospect (no purchase)
C02081,2025-12-31,3.0,656.28,0.0,Recent Buyers
C02082,,,,,Prospect (no purchase)
C02083,,,,,Prospect (no purchase)
C02084,2024-02-22,1.0,250.18,678.0,One-off Lapsed
C02085,,,,,Prospect (no purchase)
C02086,2025-05-02,1.0,127.16,243.0,One-off Lapsed
C02087,2024-04-19,1.0,195.64,621.0,One-off Lapsed
C02088,,,,,Prospect (no purchase)
C02089,2025-02-10,1.0,328.88,324.0,One-off Lapsed
C02090,,,,,Prospect (no purchase)
C02091,,,,,Prospect (no purchase)
C02092,,,,,Prospect (no purchase)
C02093,,,,,Prospect (no purchase)
C02094,,,,,Prospect (no purchase)
C02095,2024-07-14,3.0,949.92,535.0,Champions
C02096,,,,,Prospect (no purchase)
C02097,2025-05-11,2.0,907.71,234.0,Occasional Repeat
C02098,,,,,Prospect (no purchase)
C02099,,,,,Prospect (no purchase)
C02100,,,,,Prospect (no purchase)
C02101,,,,,Prospect (no purchase)
C02102,2025-12-31,1.0,288.05,0.0,Recent Buyers
C02103,,,,,Prospect (no purchase)
C02104,,,,,Prospect (no purchase)
C02105,,,,,Prospect (no purchase)
C02106,2025-05-06,2.0,805.84,239.0,Occasional Repeat
C02107,,,,,Prospect (no purchase)
C02108,,,,,Prospect (no purchase)
C02109,2024-08-07,1.0,191.12,511.0,One-off Lapsed
C02110,,,,,Prospect (no purchase)
C02111,,,,,Prospect (no purchase)
C02112,,,,,Prospect (no purchase)
C02113,,,,,Prospect (no purchase)
C02114,,,,,Prospect (no purchase)
C02115,,,,,Prospect (no purchase)
C02116,,,,,Prospect (no purchase)
C02117,2024-12-10,1.0,174.36,386.0,One-off Lapsed
C02118,,,,,Prospect (no purchase)
C02119,,,,,Prospect (no purchase)
C02120,,,,,Prospect (no purchase)
C02121,,,,,Prospect (no purchase)
C02122,,,,,Prospect (no purchase)
C02123,,,,,Prospect (no purchase)
C02124,2024-03-24,1.0,102.15,647.0,One-off Lapsed
C02125,2025-05-08,3.0,579.9300000000001,237.0,Champions
C02126,,,,,Prospect (no purchase)
C02127,2024-05-31,1.0,107.65,579.0,One-off Lapsed
C02128,,,,,Prospect (no purchase)
C02129,,,,,Prospect (no purchase)
C02130,,,,,Prospect (no purchase)
C02131,,,,,Prospect (no purchase)
C02132,,,,,Prospect (no purchase)
C02133,,,,,Prospect (no purchase)
C02134,,,,,Prospect (no purchase)
C02135,,,,,Prospect (no purchase)
C02136,,,,,Prospect (no purchase)
C02137,,,,,Prospect (no purchase)
C02138,2025-11-18,1.0,92.54,43.0,One-off Lapsed
C02139,2025-12-31,1.0,276.76,0.0,Recent Buyers
C02140,,,,,Prospect (no purchase)
C02141,,,,,Prospect (no purchase)
C02142,2025-08-08,2.0,330.28,145.0,Occasional Repeat
C02143,,,,,Prospect (no purchase)
C02144,,,,,Prospect (no purchase)
C02145,,,,,Prospect (no purchase)
C02146,,,,,Prospect (no purchase)
C02147,,,,,Prospect (no purchase)
C02148,2024-07-14,1.0,230.63,535.0,One-off Lapsed
C02149,,,,,Prospect (no purchase)
C02150,2025-11-25,1.0,166.73,36.0,One-off Lapsed
C02151,,,,,Prospect (no purchase)
C02152,2025-06-21,2.0,801.61,193.0,Occasional Repeat
C02153,,,,,Prospect (no purchase)
C02154,,,,,Prospect (no purchase)
C02155,,,,,Prospect (no purchase)
C02156,,,,,Prospect (no purchase)
C02157,,,,,Prospect (no purchase)
C02158,,,,,Prospect (no purchase)
C02159,2025-12-31,1.0,404.66,0.0,Recent Buyers
C02160,2025-02-22,1.0,183.22,312.0,One-off Lapsed
C02161,2024-03-25,1.0,323.84,646.0,One-off Lapsed
C02162,,,,,Prospect (no purchase)
C02163,2025-12-26,1.0,292.34,5.0,Recent Buyers
C02164,,,,,Prospect (no purchase)
C02165,,,,,Prospect (no purchase)
C02166,2024-07-05,1.0,327.53,544.0,One-off Lapsed
C02167,,,,,Prospect (no purchase)
C02168,,,,,Prospect (no purchase)
C02169,,,,,Prospect (no purchase)
C02170,2025-09-30,2.0,695.56,92.0,Occasional Repeat
C02171,,,,,Prospect (no purchase)
C02172,2025-10-03,1.0,265.95,89.0,One-off Lapsed
C02173,2025-09-24,2.0,468.21,98.0,Occasional Repeat
C02174,,,,,Prospect (no purchase)
C02175,2025-04-23,1.0,198.19,252.0,One-off Lapsed
C02176,,,,,Prospect (no purchase)
C02177,,,,,Prospect (no purchase)
C02178,,,,,Prospect (no purchase)
C02179,,,,,Prospect (no purchase)
C02180,,,,,Prospect (no purchase)
C02181,,,,,Prospect (no purchase)
C02182,,,,,Prospect (no purchase)
C02183,,,,,Prospect (no purchase)
C02184,,,,,Prospect (no purchase)
C02185,,,,,Prospect (no purchase)
C02186,,,,,Prospect (no purchase)
C02187,,,,,Prospect (no purchase)
C02188,,,,,Prospect (no purchase)
C02189,,,,,Prospect (no purchase)
C02190,,,,,Prospect (no purchase)
C02191,,,,,Prospect (no purchase)
C02192,,,,,Prospect (no purchase)
C02193,,,,,Prospect (no purchase)
C02194,,,,,Prospect (no purchase)
C02195,,,,,Prospect (no purchase)
C02196,,,,,Prospect (no purchase)
C02197,,,,,Prospect (no purchase)
C02198,2024-07-26,1.0,188.04,523.0,One-off Lapsed
C02199,,,,,Prospect (no purchase)
C02200,,,,,Prospect (no purchase)
